estado,nombre,numero,presidente,direccion
Jaliso,Lic. Alejandro Moreno Perez ,11,False,Calle Colomos No. 2468 Colonia Providencia Guadalajara Jalisco 44639 
Jaliso,Lic. Juan Gabriel Aguilar Maytorena ,12,False,Calle Bogotá número 2818 Colonia Providencia Guadalajara Jalisco 44639 
Jaliso,Lic. Mónica Martínez Brambila ,13,False,Calle A las Montañas No. 400 Colonia Prados Vallarta Zapopan Jalisco 45020 work
Jaliso,Lic. Adrián Talamantes Lobato ,14,False,"Calle Colomos número 2468 Colonia Providencia, Sector Hidalgo Guadalajara Jalisco 44639 "
Jaliso,Lic. Mario Humberto Torres Verdin ,15,False,Con licencia de separación
Jaliso,Lic. Jorge Olivares Quiroz ,16,False,"Calle Ley No. 2664, Circunvalación Vallarta Colonia Sector Hidalgo Guadalajara Jalisco 44680 "
Jaliso,Mtro. Carlos Enrique Horner Villaseñor ,17,False,Prado de los Pirules No. 1110 Colonia Prados Tepeyac Zapopan Jalisco 45050 
Jaliso,Lic. José de Jesús Ruiz Higuera ,18,False,"Boulevard Francisco Medina Ascencio, Plaza Neptuno, Km 7.5, Local F8 Colonia Marina Vallarta Puerto Vallarta Jalisco 48335 "
Jaliso,Mtra. Jannine Oliveros Barba ,19,False,Calle José Maróa Heredia No. 2526 Colonia Ladrón de Guevara Guadalajara Jalisco 44600 
Jaliso,Lic. Luis Eduardo Zuloaga Maytorena ,20,False,Calle Justo Sierra No. 2768 Colonia Vallarta Norte Guadalajara Jalisco 44690 
Jaliso,Lic. Rolando Felix De Jesus Alvarez Barba ,21,False,Av. Lázaro Cárdenas No. 3422- 403 Colonia Los Arcos Guadalajara Jalisco 44500 
Jaliso,Lic. Guillermo González Granada ,22,False,Calle Persas No. 271 Colonia Altamira Zapopan Jalisco 45160 
Jaliso,Lic. Sergio Ramirez Fernandez ,23,False,Avenida Faro No. 2454 Colonia Bosques de la Victoria Guadalajara Jalisco 44540 
Jaliso,Lic. Dolores García Morales ,24,False,Calle Asunción No. 3138 Colonia Chapalita Guadalajara Jalisco 44500 
Jaliso,Lic. Martha Susana Rodríguez Aceves ,25,False,Calle Ostia No. 2495 Colonia Fraccionamiento Providencia Guadalajara Jalisco 44630 
Jaliso,Lic. Jaime Maytorena Martínez Negrete ,26,False,"Calle Justo Sierra No. 2768 Colonia Vallarta Norte, Sector Hidalgo Guadalajara Jalisco 44690 "
Jaliso,Lic. Rubén Villa Léver ,27,False,"Avenida Pablo Neruda número 2886, piso 2 Colonia Fraccionamiento Providencia Guadalajara Jalisco 44630 "
Jaliso,Lic. Pedro Ruiz Higuera ,29,False,Con licencia de separación
Jaliso,Lic. Alejandro Landeros Ramírez ,30,False,Av. Tepeyac No. 4116 despacho 203 Colonia Ciudad de los Niños Zapopan Jalisco 45040 
Jaliso,Lic. José Flores Gutiérrez ,31,False,Nicolás Bravo número 46 Colonia Centro Arandas Jalisco 47180 
Jaliso,Lic. Enrique Casillas Franco ,32,False,Calle Pedro Medina No. 67 Colonia Centro Tepatitlán de Morelos Jalisco 47600 
Jaliso,Lic. Fernando Manuel Camara Rodríguez ,33,False,Av. Tepeyac No. 4445 Colonia Fraccionamiento Tepeyac Casino Zapopan Jalisco 44050 
Jaliso,Lic. Alberto Garcia Ruvalcaba ,34,False,"Avenida Hidalgo No. 1769 Colonia Ladrón de Guevara, Zona Minerva Guadalajara Jalisco 44600 "
Jaliso,Lic. Pablo González Vázquez ,35,False,Calle Xóchitl No. 231 Colonia Ciudad del Sol Zapopan Jalisco 45050 
Jaliso,Lic. Maria Leticia Velasco Covarrubias ,36,False,Av. Patria No. 2070 Colonia Fraccionamiento Lomas de Atemajac Zapopan Jalisco 45178 
Jaliso,Lic. Elías Estrada López ,37,False,"Avenida Acueducto número 2100, planta baja Colonia Colinas de San Javier Guadalajara Jalisco 45110 "
Jaliso,Lic. Eduardo De Alba Gongora ,38,False,Av. Xochótl No. 236 Colonia Ciudad del Sol Zapopan Jalisco 45050 
Jaliso,Lic. Ricardo Carrillo Romero ,39,False,Calla Napoleón No. 453 (entre Reforma y Herrera y Cairo) Colonia Terranova Guadalajara Jalisco 44670 
Jaliso,Lic. Jorge Luis Ramos Uriarte ,40,False,Calle Francisco I. Madero No. 681 Colonia Florida Ocotlán Jalisco 47800 
Jaliso,Lic. Pablo Del Castillo Lobatón ,41,False,"Avenida de las Américas No. 1536, Piso 5 A Colonia Country Club Guadalajara Jalisco 44610 "
Jaliso,Lic. Antonio Rodriguez López ,42,False,Cuauhtémoc 818 Colonia Ciudad del Sol Zapopan Jalisco 45040 
Jaliso,Lic. Jorge Gerardo Gutierrez Ortiz Monasterio ,43,False,Av. Novelistas No. 5067 Colonia Jardines Vallarta Zapopan Jalisco 45027 
Jaliso,Lic. Luis Felipe Mayorquín Vélez ,44,False,Calle Rinconada del Nardo número 3418 Colonia Rinconada Santa Rita Guadalajara Jalisco 44690 
Jaliso,Lic. Salvador Lona Flores ,45,False,Calle Colomos No. 2468 Colonia Providencia Guadalajara Jalisco 44639 
Jaliso,Lic. Jorge Robles Madrigal ,46,False,"Boulevard Puerta de Hierro No. 5210, Torre Cube, piso 6 Colonia Fraccionamiento Puerta de Hierro Zapopan Jalisco 45116 "
Jaliso,Lic. José Raúl Vázquez Brambila ,47,False,Calle Ley número 2721 Colonia Circunvalación Vallarta Guadalajara Jalisco 44680 
Jaliso,Lic. Francisco José Narvaez Michel ,48,False,Calle José María Heredia número 2526 Colonia Ladrón de Guevara Guadalajara Jalisco 44600 
Jaliso,Mtro. Gerardo Ramírez Organista ,49,False,Avenida Niño Obrero No. 1032 Colonia Ciudad de los Niños Zapopan Jalisco 45040 
Jaliso,Lic. Mario García Gódinez ,51,False,Av. Xóchitl No. 231 Colonia Ciudad del Sol Zapopan Jalisco 45050 
Jaliso,Lic. Carlos Márquez Lechuga ,52,False,"Av. Lázaro Cárdenas No. 3422 Despacho 103 Colonia Chapalita, Zona Minerva Zapopan Jalisco 45040 "
Jaliso,Lic. Martha Leticia Orozco Ruiz ,53,False,Calle Isabel Prieto No. 798 Colonia Jesús Garcóa Guadalajara Jalisco 44640 
Jaliso,Lic. Santiago Camarena Plancarte ,54,False,Av. San Francisco número 3715 Colonia Fraccionamiento Jardines de San Ignacio Zapopan Jalisco 45040 
Jaliso,Lic. Eduardo Sánchez Acosta ,55,False,"Avenida Grandes Lagos, número 185 Colonia Residencial Fluvial Vallarta Puerto Vallarta Jalisco 48312 "
Jaliso,Lic. Cesar Eduardo Uribe González ,56,False,Avenida Prado de los Laureles No. 325 Colonia Jardines del Sol Zapopan Jalisco 45050 
Jaliso,Lic. Fabián Tommasi Méndez ,57,False,Calle Nápoles 2598 Colonia Providencia Guadalajara Jalisco 44680 
Jaliso,Lic. Hector Alberto Romero Fierro ,58,False,Av. Américas No. 1930 1er. piso Colonia Country Club Guadalajara Jalisco 44610 
Jaliso,Lic. Miguel Angel Orozco Plascencia ,59,False,"Torre Cube 2, Avenida Paseo Royal Country número 4596, Piso 14 Colonia Puerta de Hierro Zapopan Jalisco 45116 "
Jaliso,Lic. Luis Enrique Padilla Poyo ,60,False,Calle Privada del niño número 676 Colonia Fraccionamiento Camino Real Zapopan Jalisco 45040 
Jaliso,Lic. Carla Paola Schmidt Mendivil ,61,False,"Calle Ley número 2664, entre Rubén Darío y Avenida López Mateos Colonia Circunvalación Vallarta Guadalajara Jalisco 44680 "
Jaliso,Mtro. Fernando Augusto Shelley Fiorentino ,62,False,"Paseo Royal Country número 4596, Torre Cube 2, Piso 16 Colonia Fraccionamiento Puerta de Hierro Zapopan Jalisco 45116 "
Jaliso,Lic. Luis Alberto Rendón Sandoval ,63,False,Calle Fidias No. 157 (cruce con calle Leónidas) Colonia Vallarta San Jorge Guadalajara Jalisco 44690 
Jaliso,Lic. Carlos Luviano Montelongo ,64,False,Beethoven número 376 Colonia Juan Manuel Guadalajara Jalisco 44680 
Jaliso,Lic. Gabriel Villaléver García De Quevedo ,65,False,Juan Palomar y Arias 129 Colonia Vallarta San Jorge Guadalajara Jalisco 44690 
Jaliso,Lic. Jesús Galván Álvarez ,66,False,* Jalisco 
Jaliso,Lic. Adriana Mercado Ruiz ,67,False,José María Vigil No. 867 Colonia Sector Hidalgo Guadalajara Jalisco 44200 
Jaliso,Lic. Agustín Vargas Díaz ,68,False,Santa Catalina de Siena 597 Fraccionamiento Camino Real Zapopan Jalisco 45040 
Jaliso,Lic. Luis Alfonso Aldana Fernández ,69,False,Av. de la Paz No. 2580 Piso 2 Interior 4C Colonia Arcos Vallarta Guadalajara Jalisco 44150 
Jaliso,Mtro. Diego Torres Soule ,70,False,Avenida Libertad No. 1828 Colonia Americana Guadalajara Jalisco 44160 
Jaliso,Lic. Antonio Eduardo Anaya Aviña ,71,False,Avenida Xochitl No. 231 Colonia Ciudad del Sol Zapopan Jalisco 45050 
Jaliso,Lic. Nancy Karina Martínez Basáñez ,72,False,Blvd. Homero No. 113 Colonia Fraccionamiento Vallarta San Jorge Guadalajara Jalisco 44690 
Jaliso,Lic. Lorenzo Bailon Fonseca ,73,False,Avenida Américas No. 209 Colonia Ladrón de Guevara Guadalajara Jalisco 44600 
Jaliso,Lic. José Contreras Aguirre ,75,False,Av. Chapalita 1236 Colonia Campo Polo Chapalita Guadalajara Jalisco 44500 
Jaliso,Mtra. Edna Lizet Velázquez Mercado ,76,False,Circuito Madrigal No. 3983 Colonia San Wenceslao Zapopan Jalisco 45110 
Jaliso,Lic. José Ricardo Arámburo Williams ,77,False,Con licencia de separación
Jaliso,Lic. Edgar Daniel Castillo Ortega ,78,False,"Avenida Paseo Royal Country No. 4650, piso 17, oficina 1 Colonia Puerta de Hierro Zapopan Jalisco 45116 "
Jaliso,Lic. Jorge Eduardo Medina Villanueva ,79,False,Avenida San Francisco número 3715 Colonia Fraccionamiento Jardines de San Ignacio Zapopan Jalisco 45040 
Jaliso,Lic. Alejandra López García ,80,False,Calle Javier Mina número 63 Colonia Zapopan Centro Entre Eva Briseño y Emiliano Zapata Zapopan Jalisco 45100 
Jaliso,Lic. José de Jesús Muñoz Navarro ,81,False,"Avenida Américas No. 1536, piso 4 Colonia Country Club Guadalajara Jalisco 44637 "
Jaliso,Lic. Javier Moreno Cardeña ,82,False,Calle Alberta No. 1553-B Colonia Providencia 4a sección Guadalajara Jalisco 44639 
Jaliso,Lic. Jesús Torres Barragán ,83,False,Calle Marcos Gorda número 186 Colonia Centro Ciudad Guzmán Jalisco 49000 work
Hidalgo,Mtro. Alberto Méndez Llaca ,5,True,Beneficio de Patio 302-B Colonia Real de Minas Pachuca Hidalgo 42090 
Hidalgo,Lic. Celerino Cabrera Reyes ,1,False,"Calle Manuel Fernando Soto número 404, piso 1 Colonia Centro Pachuca Hidalgo 42000 "
Hidalgo,Lic. Carlos Francisco Herrera Arriaga ,2,False,"Boulevard Valle de San Javier número 218, piso 2, despacho 301 Colonia Fraccionamiento Valle de San Javier Pachuca Hidalgo 42086 "
Hidalgo,Lic. Eduardo Javier Baños Gómez ,4,False,Con licencia de separación
Hidalgo,Lic. Arturo Serrano Moedano ,6,False,Calle Río Pánuco número 101 A Colonia Las Terrazas Pachuca de Soto Hidalgo 42098 
Hidalgo,Mtra. María Rebeca Cruz Bustos ,7,False,Calle Encino número 300 Fraccionamiento Alamo Rústico Mineral de la Reforma Hidalgo 42184 
Hidalgo,Lic. José Rafael Lugo Bastida ,8,False,"Calle Villas de San José número 101, Residencial Villas de Guadalupe Colonia Maestranza Pachuca de Soto Hidalgo 42060 "
Guerrero,Lic. Luis Arévalo Contreras ,1,True,Calle Fragata Querétaro número 15 Colonia Fraccionamiento Costa Azul Acapulco Guerrero 39850 
Guerrero,Lic. Adrián García Fierro ,2,False,"Calle Jesús Carranza número 9, despacho 2 Colonia Centro Acapulco Guerrero 39300 "
Guerrero,Lic. Alfredo Rodríguez Vega ,4,False,"Avenida Costera Miguel Alemán número 320, interior Edificio San Carlos, despacho 402 Colonia Centro Acapulco Guerrero 39300 "
Guerrero,Lic. Fidel Serrato Valdez ,6,False,"Avenida Cuauhtémoc número 146, Plaza Cuauhtémoc, local 104 Colonia Fraccionamiento Hornos Acapulco Guerrero 39357 "
Guanajuato,Lic. Gerardo Vicente Estrada Alvarado ,3,True,Paseo de Celaya número 800 Colonia Jardines de Celaya primera Sección Celaya Guanajuato 38080 
Guanajuato,Lic. Mario Emilio Vargas Islas ,1,False,Avenida Paseo de los Insurgentes número 508 planta baja Colonia Jardines del Moral León Guanajuato 37160 
Guanajuato,Lic. José Luis Andrade Nava ,2,False,Calle Viena número 210 Colonia Andrade León Guanajuato 37020 
Guanajuato,Lic. Laura Adriana Pérez Cornejo ,5,False,"Boulevard José María Morelos No. 5495 Piso 7, Despacho 38 Fracc. La Querencia León Guanajuato 37358 "
Guanajuato,Lic. Luis Fernando Sanromán Martínez ,6,False,"Avenida Cerro Gordo número 130, interior 1005 Colonia Cerro Gordo León Guanajuato 37129 "
Durango,Lic. Alberto Ramírez Celada ,1,True,"Boulevard González de la Vega número 251 Sur Altos, piso 2, interior 7 Colonia Parque Industrial Lagunero Durango Durango 35078 "
Durango,Lic. Liliana del Rayo Rodríguez Sarmiento ,2,False,"Calle 5 de Febrero número 1507 Oriente, piso 2 Colonia Guillermina Durango Durango 34270 "
Durango,Lic. Jorge Marco Aurelio Martínez Romo ,3,False,Calle Prolongación Lerdo número 111 Fraccionamiento Empleado Municipal Durango Durango 34110 
Ciudad de México,Lic. Raúl Valencia Del Toro ,68,True,"Avenida Santa Fe número 440, interior 201 Colonia Santa Fe Cuajimalpa Ciudad de México σ½05348 "
Ciudad de México,Lic. Ramón González Gutiérrez ,1,False,Calle Río Pánuco número 153 Colonia Cuauhtémoc Cuauhtémoc Ciudad de México 6500 
Ciudad de México,Lic. Manuel Ramírez y Franco ,2,False,"Calle Sonora número 49, despacho 601 Colonia Roma Norte Cuauhtémoc Ciudad de México 6700 "
Ciudad de México,Lic. René Arredondo Cepeda y Fonseca ,3,False,"3er anillo de circunvalación, edificio 13, entrada C, departamento 206, esquina avenida Róo San Joaquón Colonia Lomas de Sotelo Miguel Hidalgo Ciudad de México 11200 "
Ciudad de México,Lic. María Esther García Álvarez ,4,False,Georgia No. 13 Int. 103 Colonia Nápoles Benito Juárez Ciudad de México 3200 
Ciudad de México,Lic. Pedro Cuevas Garza ,5,False,"Avenida Prolongación Paseo de la Reforma número 115 – 1003, piso 10 Colonia Paseo de las Lomas Álvaro Obregón Ciudad de México 1330 "
Ciudad de México,Lic. Pedro Eduardo Silva Durán ,6,False,"Calle Amores número 1029, despacho 101 Colonia Del Valle Benito Juárez Ciudad de México σ½03100 "
Ciudad de México,Lic. Jaime Romero Anaya ,7,False,Calle Róo Pánuco número 153 Colonia Cuauhtémoc México Ciudad de México 65000 
Ciudad de México,Mtro. Fernando Abraham Barrita Chagoya ,8,False,Montes Urales 755 Piso 3 Col. Lomas de Chapultepec IV Sección Esq. Vosgos Miguel Hidalgo Ciudad de México 11000 
Ciudad de México,Lic. Jaime Sáenz Azcárraga ,10,False,"Calle Róo Nilo número 88, despacho 102 Colonia Cuauhtémoc Cuauhtémoc Ciudad de México 6500 "
Ciudad de México,Lic. Guillermo Villarreal Torres ,11,False,"Avenida Prolongación Paseo de la Reforma número 115 – 1001, piso 10 Colonia Paseo de las Lomas Álvaro Obregón Ciudad de México 1330 "
Ciudad de México,Lic. Francisco Xavier Breña Malagamba ,12,False,"Calle Enrique Ibsen número 15, piso 4, despacho 401 Colonia Chapultepec Polanco Miguel Hidalgo Ciudad de México 11560 "
Ciudad de México,Lic. Julio Alejandro Durán Gómez ,13,False,"Paseo de los Tamarindos número 400, P.B., L5 Colonia Bosques de las Lomas Cuajimalpa Ciudad de México σ½05120 "
Ciudad de México,Lic. Mauricio Alejandro Oropeza Estrada ,14,False,"Avenida Paseo de la Reforma número 505, piso 28 Colonia Cuauhtémoc Cuauhtémoc Ciudad de México σ½06500 "
Ciudad de México,Lic. Diego Martín del Campo y Souza ,15,False,Con licencia de separación
Ciudad de México,Lic. Anuar Antonio Rezc Baltezar ,16,False,"Cerro de Tlapacoyan número 18, piso 1 Colonia Copilco Universidad Coyoacán Ciudad de México σ½04360 "
Ciudad de México,L.R.C. José Antonio Soto Silva ,17,False,"Calle Tlatetilpan número 17, casa \”F\” Colonia Barrio San Lucas Coyoacán Ciudad de México σ½04030 "
Ciudad de México,Lic. Jorge Armando Pérez Rivera ,18,False,"Avenida Ingenieros Militares número 65, piso 3, oficina 301-E Colonia Lomas de Sotelo Miguel Hidalgo Ciudad de México 11200 "
Ciudad de México,Dra. Margarita Isabel Sánchez Meneses ,19,False,Calle Adolfo Prieto número 1137 Colonia Del Valle Benito Juárez Ciudad de México σ½03100 
Ciudad de México,Lic. Francisco Castellanos Guzmán ,20,False,"Calle Bosque de Duraznos número 65, oficina 701 – A Colonia Bosques de las Lomas Miguel Hidalgo Ciudad de México 11700 "
Ciudad de México,Lic. Jorge Rábago Ordoñez ,21,False,Calle Tonalá número 120 esquina con Guanajuato Colonia Roma Norte Cuauhtémoc Ciudad de México σ½06700 
Ciudad de México,Lic. José Francisco Alejandro Ruíz Robles ,22,False,Santander número 59 entre Valencia y Algeciras Colonia Insurgentes Mixcoac Delegación Benito Juárez Ciudad de México σ½03920 
Ciudad de México,Lic. Hugo Murillo Zermeño ,23,False,"Concepción Béistegui número 622, tercer piso Colonia Del Valle Benito Juárez Ciudad de México 3100 "
Ciudad de México,Lic. María Cristina Juárez Uribe ,24,False,Bruselas número 67 Colonia Del Carmen Coyoacán Coyoacán Ciudad de México σ½04100 
Ciudad de México,Lic. Pedro José Canseco Malloy ,25,False,"Avenida Insurgentes Sur número 949, despacho 602 Colonia Nápoles Benito Juárez Ciudad de México 3810 "
Ciudad de México,Lic. Germán Guerra Velarde ,26,False,Avenida Patriotismo número 324 Colonia San Pedro de los Pinos Benito Juárez Ciudad de México 3800 
Ciudad de México,Lic. María Marcela Gómez Plata ,27,False,Cerro del Crestón No. 140 Colonia Campestre Churubusco Coyoacán Ciudad de México σ½04200 
Ciudad de México,Lic. José Eduardo Núñez Durán ,28,False,Culiacán número 109 Colonia Hipódromo Condesa Cuauhtémoc Ciudad de México σ½06100 
Ciudad de México,Lic. José Armando Julián Salcedo Arranz ,29,False,Calle Cuautla número 96 Colonia Condesa Cuauhtémoc Ciudad de México σ½06140 
Ciudad de México,Lic. Pedro García Tiburcio ,30,False,"Calle Enrique Ibsen número 15, despacho 401 Colonia Chapultepec Polanco Miguel Hidalgo Ciudad de México 11560 "
Ciudad de México,Mtro. Federico Gabriel Lucio Decanini ,31,False,Thiers No. 190 Colonia Anzures Ciudad de México 11590 
Ciudad de México,Lic. Elio Chávez Martínez ,32,False,"Calle Amores número 1101, esquina con Matías Romero Colonia Del Valle Benito Juárez Ciudad de México 3100 "
Ciudad de México,Lic. Eduardo Arce Gargollo ,33,False,Con licencia de separación
Ciudad de México,Lic. Miguel Ángel Augusto Camposeco Cadena ,34,False,"Avenida Cuauhtémoc número 16, despacho 102 Colonia Doctores Cuauhtémoc Ciudad de México 6760 "
Ciudad de México,Lic. Adrián Ortega Navarrete ,35,False,Calle Luis Spota número 100 Colonia San Simón Ticumac Demarcación Territorial Benito Juárez Ciudad de México 03660 
Ciudad de México,Lic. José Lázaro Peña Ruiz ,36,False,"Avenida Mariano Escobedo número 573, piso 4 Colonia Rincón del Bosque Miguel Hidalgo Ciudad de México 11580 "
Ciudad de México,Lic. Luis Gonzalo Herrera Sandoval ,37,False,Tabasco número 44 Colonia Roma Cuauhtémoc Ciudad de México σ½06700 
Ciudad de México,Lic. Carlos Arturo Matsui Santana ,38,False,"Calle Félix Cuevas No. 301, 9 piso, Col. Del Valle Ciudad de México σ½03100 "
Ciudad de México,Lic. Ricardo Iñiguez Segura ,39,False,Calle Gobernador José María Tornel número 52 Colonia San Miguel Chapultepec Miguel Hidalgo Ciudad de México 11850 
Ciudad de México,Lic. José Gabriel Bastidas Salcido ,40,False,Valladolid #97 desp. 301 Colonia Roma Norte Cuauhtémoc Ciudad de México 06700 
Ciudad de México,Lic. Cecilia Arredondo Ramos ,41,False,"Buffón número 46, esquina Ejército Nacional, piso 6, Despacho 601 Colonia Nueva Anzures Miguel Hidalgo Ciudad de México 11590 "
Ciudad de México,Lic. Héctor Cervantes Andrade ,42,False,Insurgentes Sur No. 1571 Piso 1 Oficina 102 Colonia San José Insurgentes Alcaldía Benito Juárez Ciudad de México 03900 
Ciudad de México,Lic. María del Rocío González Hernández ,43,False,"Róo Tiber número 91, despacho 501 Colonia Cuauhtémoc Cuauhtémoc Ciudad de México σ½06500 "
Ciudad de México,Lic. Dionisio J. de Velásco Mendivil ,44,False,"Atenas número 56 B, piso 3 Colonia Juárez Cuauhtémoc Ciudad de México σ½06600 "
Ciudad de México,Lic. Mauro A. Cándano Álvarez del Castillo ,45,False,"Calle Agua número 580, Edificio B, planta alta Colonia Jardines del Pedregal Álvaro Obregón Ciudad de México σ½01900 "
Ciudad de México,Lic. Juan Martín Álvarez Moreno ,46,False,Calle Ricardo Castro número 54 – 101 Colonia Guadalupe Inn Álvaro Obregón Ciudad de México 1020 
Ciudad de México,Lic. Alfredo Porcayo Vergara ,47,False,Calle Manzanillo número 143 Colonia Roma Sur Cuauhtémoc Ciudad de México 6760 
Ciudad de México,Lic. Mariano Velasco Márquez ,48,False,Calle Romero de Terreros número 808 – P.B. Colonia Del Valle Benito Juárez Ciudad de México 3100 
Ciudad de México,Lic. José Antonio Sánchez Chávez ,49,False,"Avenida Baja California, Eje 3 Sur, No. 255-A, Despacho 203 Colonia Hipódromo Cuauhtémoc Ciudad de México 06100 "
Ciudad de México,Mtro. Gerardo Francisco M. Saavedra Silva ,50,False,"Bosque de Ciruelos número 130, piso 5 Colonia Bosques de las Lomas Miguel Hidalgo Ciudad de México 11700 "
Ciudad de México,Lic. José Antonio Rodríguez Márquez ,51,False,Álvaro Obregón CDMX Ciudad de México 
Ciudad de México,Lic. Misael Santiago Dehesa Pulido ,52,False,"Avenida Melchor Ocampo número 193, Torre 3 (Privanza), piso 5, oficina 5-A Colonia Verónica Anzures Miguel Hidalgo Ciudad de México 11300 "
Ciudad de México,Lic. Susana Margarita Bravo Vieytez ,53,False,Calle Fujiyama número 72 Colonia Las Águilas Álvaro Obregón Ciudad de México 1710 
Ciudad de México,Lic. Carlos Martín León Barrera ,54,False,Róo Danubio 69 oficina 1 Col. Cuauhtémoc Cuauhtémoc Ciudad de México σ½06500 
Ciudad de México,Lic. Omar Alejandro Said Saldaña ,55,False,Calle Ameyalco número 14 Colonia Del Valle Benito Juárez Ciudad de México σ½03100 
Ciudad de México,Lic. Julio Manuel Rivera de los Reyes ,56,False,"Avenida Insurgentes Sur número 1605, piso 12, Torre MuralCP 3900, Álvaro Obregón, Ciudad de México Colonia San José Insurgentes Álvaro Obregón Ciudad de México 3900 "
Ciudad de México,Lic. Jimena González de Cossio Higuera ,57,False,Bosque de Abetos No. 25 Colonia Bosques de las Lomas Delegación Miguel Hidalgo Ciudad de México 11700 
Ciudad de México,Lic. José de la Paz Rendón de la Hoz ,58,False,"Avenida Insurgentes Sur Número 682, despachos del 1001 al 1006 Colonia Del Valle Benito Juárez Ciudad de México 3100 "
Ciudad de México,Lic. Francisco Javier Sánchez Gavito Díaz ,59,False,Lafontaine número 50 Colonia Chapultepec Morales Miguel Hidalgo Ciudad de México 11560 
Ciudad de México,Lic. Tayatzin Gutiérrez Ramírez ,60,False,"Calle Álvaro Obregón número 151, piso 1, despacho 102 Colonia Roma Cuauhtémoc Ciudad de México 6700 "
Ciudad de México,Lic. Jaime Salvador García González ,61,False,"Calle Dakota número 204, despacho 104 (casi esquina con Filadelfia, cerca del WTC) Colonia Nápoles Benito Juárez Ciudad de México σ½03810 "
Ciudad de México,Lic. Graciela Martínez Pérez ,62,False,"Calle Róo Marne número 19, interior 203 Colonia Cuauhtémoc Cuauhtémoc Ciudad de México σ½06500 "
Ciudad de México,Lic. Alfonso Javier Mejía Calderón ,63,False,"Avenida Insurgentes Sur número 1409, despacho 2 Colonia Insurgentes Mixcoac Benito Juárez Ciudad de México σ½03920 "
Ciudad de México,Dr. Armando Salazar Chávez ,64,False,"Avenida Baja California número 146, Despacho 301 Colonia Cuauhtémoc Cuauhtémoc Ciudad de México σ½06760 "
Ciudad de México,Lic. Alfredo Trujillo Betanzos ,65,False,Cerro del Aire número 48 Colonia Romero de Terreros Coyoacán Ciudad de México σ½04310 
Ciudad de México,Lic. Oscar Gerardo Castillo Chávez Camacho ,66,False,"Insurgentes Sur número 598, despacho 602 Colonia Del Valle Benito Juárez Ciudad de México 03100 "
Ciudad de México,Lic. Fernando Martínez Macedo ,67,False,"Minerva número 104, despacho 102 Colonia Florida Álvaro Obregón Ciudad de México σ½01030 "
Ciudad de México,Lic. Ramón Galván Gutiérrez ,69,False,Calle Varsovia número 57 – 101 Colonia Juárez Cuauhtémoc Ciudad de México σ½06600 
Ciudad de México,Lic. Carlos Porcel Sastrías ,70,False,"Calle Alborada número 124, despacho 703 Colonia Parques del Pedregal Tlalpan Ciudad de México 14010 "
Ciudad de México,Lic. Daniel Ortiz Lora ,71,False,"Calle Descartes número 54, despacho 404 Colonia Anzures Miguel Hidalgo Ciudad de México 11590 "
Ciudad de México,Lic. Carlos Alfredo Ongay Flores ,72,False,"Avenida Cuauhtémoc, número 693, interior 3 Colonia Narvarte Benito Juárez Ciudad de México σ½03020 "
Ciudad de México,Lic. María Isabel Rodríguez Hernández ,73,False,"Hipólito Taine número 229, interior 202 Colonia Chapultepec Morales Miguel Hidalgo Ciudad de México 11570 "
Ciudad de México,Lic. Alfredo Domínguez Casas ,74,False,Róo Ebro número 80 Colonia Cuauhtémoc Cuauhtémoc Ciudad de México 6500 
Ciudad de México,Lic. Arvida Berenice Rábago Dueñas ,75,False,"Calle Tonalá número 120, esquina Guanajuato Colonia Roma Norte Cuauhtémoc Ciudad de México σ½06700 "
Ciudad de México,Lic. Octavio Augusto Martínez Trillo ,76,False,"San Lorenzo número 141, interior 202 Colonia Tlacoquemecatl del Valle Benito Juárez Ciudad de México σ½03200 "
Ciudad de México,Lic. Carlos Roberto García Ángeles ,77,False,Calle Melesio Morales número 15 Colonia Guadalupe Inn Álvaro Obregón Ciudad de México σ½01020 
Ciudad de México,Lic. Mónica López Ramírez ,78,False,Tecolutla no. 4 Colonia San Jerónimo Aculco Magdalena Contreras Ciudad de México 10400 
Ciudad de México,Lic. Elio Chávez Lortia ,79,False,"Calle Amores número 1101, esquina con Matóas Romero Colonia Del Valle Benito Juárez Ciudad de México 3100 "
Ciudad de México,Lic. Marco Antonio González Reynoso ,80,False,Wisconsin No. 13 Colonia Nápoles Benito Juárez Ciudad de México 03840 
Ciudad de México,Lic. José Ramón Clark Guzmán ,81,False,"Avenida Paseo de las Palmas número 731, interior 202 Colonia Lomas de Chapultepec Miguel Hidalgo Ciudad de México 11000 "
Ciudad de México,Mtro. Juan Enrique Aguilar Lemarroy ,82,False,"Circuito Guillermo González Camarena número 999, interior 2101 Colonia Santa Fe Álvaro Obregón Ciudad de México σ½01210 "
Ciudad de México,Dr. Luis Roberto Lara Ramos ,83,False,"Calle Hipólito Taine número 249, oficina 202 Colonia Chapultepec Morales Delegación Miguel Hidalgo Ciudad de México 11570 "
Ciudad de México,Lic. Juan Carlos Sánchez Márquez ,84,False,José María Pereda 615-202 Colonia Lomas de Chapultepec Alcaldía Miguel Hidalgo Ciudad de México 11000 
Ciudad de México,Lic. Silvia Sánchez Guadarrama ,85,False,Calzada de las Águilas No. 406 B Colonia Las Águilas Álvaro Obregón México Ciudad de México 01710 
