source,target,edge_type,date
C0260,P0320,NOT,2013-11-29
C0259,P0141,SH,2013-11-29
C0260,P0055,COM,2013-11-29
C0259,P0034,COM,2013-11-29
C0259,P0002,SH,2013-11-29
C0260,P0298,ADM,2013-11-29
C0259,P0141,ADM,2013-11-29
C0260,P0301,COM,2013-11-29
C0260,P0007,COM,2013-11-29
C0263,P0319,NOT,2013-11-30
C0261,P0101,SH,2013-11-30
C0261,P0319,NOT,2013-11-30
C0262,P0179,SH,2013-11-30
C0262,P0319,NOT,2013-11-30
C0262,P0013,ADM,2013-11-30
C0263,P0220,SH,2013-11-30
C0263,P0301,ADM,2013-11-30
C0263,P0301,SH,2013-11-30
C0262,P0013,SH,2013-11-30
C0261,P0136,SH,2013-11-30
C0264,P0110,SH,2013-12-02
C0264,P0110,ADM,2013-12-02
C0264,P0308,NOT,2013-12-02
C0264,P0066,SH,2013-12-02
C0264,P0168,LR,2013-12-02
C0265,P0172,ADM,2013-12-03
C0265,P0322,NOT,2013-12-03
C0265,P0229,COM,2013-12-03
C0265,P0229,SH,2013-12-03
C0265,P0172,SH,2013-12-03
C0265,P0270,LR,2013-12-03
C0266,P0349,NOT,2013-12-04
C0266,P0051,SH,2013-12-04
C0266,P0051,COM,2013-12-04
C0266,P0136,SH,2013-12-04
C0266,P0136,ADM,2013-12-04
C0266,P0131,LR,2013-12-04
C0271,P0170,SH,2013-12-05
C0269,P0244,LR,2013-12-05
C0269,P0046,COM,2013-12-05
C0270,P0320,NOT,2013-12-05
C0269,P0046,SH,2013-12-05
C0271,P0049,SH,2013-12-05
C0271,P0049,ADM,2013-12-05
C0272,P0182,ADM,2013-12-05
C0272,P0320,NOT,2013-12-05
C0267,P0174,SH,2013-12-05
C0268,P0349,NOT,2013-12-05
C0272,P0182,SH,2013-12-05
C0270,P0174,ADM,2013-12-05
C0270,P0174,SH,2013-12-05
C0268,P0073,LR,2013-12-05
C0270,P0084,LR,2013-12-05
C0268,P0295,LR,2013-12-05
C0272,P0284,SH,2013-12-05
C0268,P0109,LR,2013-12-05
C0268,P0225,LR,2013-12-05
C0267,P0006,ADM,2013-12-05
C0271,P0115,LR,2013-12-05
C0268,P0157,ADM,2013-12-05
C0272,P0284,COM,2013-12-05
C0268,P0118,COM,2013-12-05
C0268,P0118,SH,2013-12-05
C0269,P0157,SH,2013-12-05
C0269,P0157,ADM,2013-12-05
C0267,P0017,LR,2013-12-05
C0270,P0141,SH,2013-12-05
C0268,P0157,SH,2013-12-05
C0271,P0335,NOT,2013-12-05
C0268,P0153,LR,2013-12-05
C0272,P0107,LR,2013-12-05
C0269,P0349,NOT,2013-12-05
C0268,P0167,LR,2013-12-05
C0267,P0006,SH,2013-12-05
C0267,P0349,NOT,2013-12-05
C0275,P0324,NOT,2013-12-06
C0274,P0339,NOT,2013-12-06
C0274,P0277,SH,2013-12-06
C0274,P0277,COM,2013-12-06
C0276,P0339,NOT,2013-12-06
C0276,P0274,ADM,2013-12-06
C0274,P0171,LR,2013-12-06
C0273,P0141,COM,2013-12-06
C0277,P0176,SH,2013-12-06
C0273,P0141,SH,2013-12-06
C0275,P0170,SH,2013-12-06
C0273,P0235,LR,2013-12-06
C0275,P0170,ADM,2013-12-06
C0276,P0274,SH,2013-12-06
C0274,P0274,SH,2013-12-06
C0276,P0260,SH,2013-12-06
C0273,P0118,ADM,2013-12-06
C0277,P0345,NOT,2013-12-06
C0275,P0038,SH,2013-12-06
C0274,P0274,ADM,2013-12-06
C0277,P0169,LR,2013-12-06
C0275,P0292,LR,2013-12-06
C0273,P0324,NOT,2013-12-06
C0273,P0118,SH,2013-12-06
C0277,P0099,ADM,2013-12-06
C0277,P0099,SH,2013-12-06
C0278,P0184,COM,2013-12-07
C0278,P0184,SH,2013-12-07
C0278,P0087,SH,2013-12-07
C0279,P0196,LR,2013-12-07
C0279,P0136,SH,2013-12-07
C0279,P0136,ADM,2013-12-07
C0279,P0322,NOT,2013-12-07
C0278,P0322,NOT,2013-12-07
C0279,P0175,SH,2013-12-07
C0278,P0299,LR,2013-12-07
C0278,P0087,ADM,2013-12-07
C0282,P0157,SH,2013-12-10
C0280,P0089,LR,2013-12-10
C0282,P0157,ADM,2013-12-10
C0282,P0147,LR,2013-12-10
C0281,P0331,NOT,2013-12-10
C0281,P0117,SH,2013-12-10
C0281,P0117,ADM,2013-12-10
C0281,P0115,LR,2013-12-10
C0280,P0158,COM,2013-12-10
C0280,P0158,SH,2013-12-10
C0281,P0058,SH,2013-12-10
C0282,P0320,NOT,2013-12-10
C0282,P0175,SH,2013-12-10
C0280,P0309,NOT,2013-12-10
C0280,P0059,ADM,2013-12-10
C0280,P0059,SH,2013-12-10
C0283,P0241,ADM,2013-12-12
C0283,P0314,NOT,2013-12-12
C0283,P0267,SH,2013-12-12
C0283,P0241,SH,2013-12-12
C0283,P0267,COM,2013-12-12
C0287,P0267,SH,2013-12-13
C0284,P0058,ADM,2013-12-13
C0286,P0137,SH,2013-12-13
C0285,P0043,LR,2013-12-13
C0287,P0248,LR,2013-12-13
C0284,P0314,NOT,2013-12-13
C0285,P0277,COM,2013-12-13
C0284,P0058,SH,2013-12-13
C0284,P0129,LR,2013-12-13
C0285,P0059,SH,2013-12-13
C0287,P0051,LR,2013-12-13
C0287,P0243,LR,2013-12-13
C0287,P0127,SH,2013-12-13
C0287,P0267,ADM,2013-12-13
C0286,P0320,NOT,2013-12-13
C0286,P0170,SH,2013-12-13
C0286,P0170,ADM,2013-12-13
C0285,P0059,ADM,2013-12-13
C0285,P0090,SH,2013-12-13
C0286,P0103,COM,2013-12-13
C0284,P0038,SH,2013-12-13
C0285,P0326,NOT,2013-12-13
C0284,P0038,COM,2013-12-13
C0287,P0326,NOT,2013-12-13
C0288,P0135,ADM,2013-12-17
C0288,P0135,SH,2013-12-17
C0288,P0301,COM,2013-12-17
C0288,P0355,NOT,2013-12-17
C0288,P0301,SH,2013-12-17
C0288,P0244,LR,2013-12-17
C0289,P0306,SH,2013-12-21
C0290,P0098,SH,2013-12-21
C0289,P0015,ADM,2013-12-21
C0289,P0015,SH,2013-12-21
C0290,P0027,LR,2013-12-21
C0290,P0098,ADM,2013-12-21
C0290,P0101,SH,2013-12-21
C0289,P0331,NOT,2013-12-21
C0290,P0331,NOT,2013-12-21
C0289,P0306,COM,2013-12-21
C0291,P0260,SH,2013-12-30
C0291,P0263,SH,2013-12-30
C0291,P0339,NOT,2013-12-30
C0291,P0262,ADM,2013-12-30
C0292,P0274,SH,2014-01-09
C0294,P0001,ADM,2014-01-09
C0292,P0064,SH,2014-01-09
C0294,P0319,NOT,2014-01-09
C0293,P0319,NOT,2014-01-09
C0294,P0058,SH,2014-01-09
C0292,P0064,ADM,2014-01-09
C0293,P0030,ADM,2014-01-09
C0294,P0182,COM,2014-01-09
C0294,P0182,SH,2014-01-09
C0293,P0058,SH,2014-01-09
C0292,P0346,NOT,2014-01-09
C0293,P0182,SH,2014-01-09
C0292,P0201,LR,2014-01-09
C0292,P0201,SH,2014-01-09
C0293,P0182,COM,2014-01-09
C0295,P0205,SH,2014-01-15
C0296,P0057,ADM,2014-01-15
C0295,P0033,ADM,2014-01-15
C0296,P0057,SH,2014-01-15
C0295,P0033,LR,2014-01-15
C0296,P0277,SH,2014-01-15
C0295,P0355,NOT,2014-01-15
C0295,P0033,SH,2014-01-15
C0295,P0171,ADM,2014-01-15
C0296,P0356,NOT,2014-01-15
C0297,P0290,ADM,2014-01-17
C0298,P0038,COM,2014-01-17
C0298,P0038,SH,2014-01-17
C0297,P0038,COM,2014-01-17
C0297,P0038,SH,2014-01-17
C0298,P0230,ADM,2014-01-17
C0298,P0308,NOT,2014-01-17
C0298,P0158,LR,2014-01-17
C0298,P0158,SH,2014-01-17
C0297,P0158,SH,2014-01-17
C0297,P0308,NOT,2014-01-17
C0299,P0258,ADM,2014-01-25
C0299,P0274,SH,2014-01-25
C0299,P0099,SH,2014-01-25
C0299,P0310,NOT,2014-01-25
C0300,P0086,ADM,2014-01-27
C0300,P0033,COM,2014-01-27
C0300,P0098,SH,2014-01-27
C0300,P0059,SH,2014-01-27
C0300,P0356,NOT,2014-01-27
C0302,P0262,SH,2014-01-29
C0302,P0135,SH,2014-01-29
C0301,P0135,SH,2014-01-29
C0301,P0116,ADM,2014-01-29
C0302,P0158,LR,2014-01-29
C0301,P0347,NOT,2014-01-29
C0302,P0134,ADM,2014-01-29
C0302,P0347,NOT,2014-01-29
C0301,P0262,SH,2014-01-29
C0302,P0052,ADM,2014-01-29
C0304,P0056,ADM,2014-02-06
C0304,P0276,SH,2014-02-06
C0304,P0330,NOT,2014-02-06
C0303,P0330,NOT,2014-02-06
C0305,P0330,NOT,2014-02-06
C0304,P0110,SH,2014-02-06
C0303,P0234,ADM,2014-02-06
C0303,P0276,SH,2014-02-06
C0303,P0110,SH,2014-02-06
C0305,P0063,ADM,2014-02-06
C0305,P0276,SH,2014-02-06
C0305,P0063,SH,2014-02-06
C0305,P0243,LR,2014-02-06
C0307,P0336,NOT,2014-02-07
C0307,P0306,LR,2014-02-07
C0306,P0306,COM,2014-02-07
C0306,P0306,SH,2014-02-07
C0307,P0306,SH,2014-02-07
C0306,P0001,ADM,2014-02-07
C0306,P0336,NOT,2014-02-07
C0306,P0178,SH,2014-02-07
C0307,P0178,ADM,2014-02-07
C0307,P0178,SH,2014-02-07
C0307,P0265,ADM,2014-02-07
C0308,P0220,LR,2014-02-08
C0310,P0220,ADM,2014-02-08
C0309,P0220,LR,2014-02-08
C0309,P0052,ADM,2014-02-08
C0309,P0046,SH,2014-02-08
C0309,P0351,NOT,2014-02-08
C0309,P0220,SH,2014-02-08
C0310,P0048,SH,2014-02-08
C0308,P0351,NOT,2014-02-08
C0310,P0351,NOT,2014-02-08
C0308,P0220,SH,2014-02-08
C0308,P0046,SH,2014-02-08
C0310,P0220,LR,2014-02-08
C0310,P0220,SH,2014-02-08
C0311,P0308,NOT,2014-02-14
C0311,P0301,ADM,2014-02-14
C0311,P0301,SH,2014-02-14
C0311,P0182,SH,2014-02-14
C0312,P0099,SH,2014-02-15
C0312,P0310,NOT,2014-02-15
C0312,P0253,ADM,2014-02-15
C0312,P0274,SH,2014-02-15
C0313,P0143,ADM,2014-02-27
C0313,P0233,LR,2014-02-27
C0313,P0308,NOT,2014-02-27
C0313,P0182,SH,2014-02-27
C0313,P0143,SH,2014-02-27
C0315,P0195,ADM,2014-02-28
C0316,P0225,LR,2014-02-28
C0315,P0281,SH,2014-02-28
C0315,P0141,SH,2014-02-28
C0314,P0141,COM,2014-02-28
C0314,P0172,SH,2014-02-28
C0316,P0322,NOT,2014-02-28
C0314,P0172,ADM,2014-02-28
C0314,P0054,LR,2014-02-28
C0316,P0172,SH,2014-02-28
C0316,P0298,SH,2014-02-28
C0316,P0298,COM,2014-02-28
C0314,P0141,SH,2014-02-28
C0314,P0322,NOT,2014-02-28
C0316,P0172,ADM,2014-02-28
C0315,P0322,NOT,2014-02-28
C0318,P0174,SH,2014-03-07
C0319,P0279,SH,2014-03-07
C0317,P0247,LR,2014-03-07
C0319,P0311,NOT,2014-03-07
C0317,P0311,NOT,2014-03-07
C0319,P0167,SH,2014-03-07
C0318,P0311,NOT,2014-03-07
C0317,P0167,ADM,2014-03-07
C0317,P0167,SH,2014-03-07
C0318,P0015,SH,2014-03-07
C0318,P0015,ADM,2014-03-07
C0318,P0174,COM,2014-03-07
C0319,P0246,ADM,2014-03-07
C0317,P0015,SH,2014-03-07
C0320,P0281,SH,2014-03-27
C0320,P0129,LR,2014-03-27
C0320,P0281,ADM,2014-03-27
C0321,P0276,SH,2014-03-27
C0321,P0135,COM,2014-03-27
C0321,P0349,NOT,2014-03-27
C0321,P0135,SH,2014-03-27
C0320,P0135,SH,2014-03-27
C0320,P0349,NOT,2014-03-27
C0321,P0189,ADM,2014-03-27
C0320,P0135,COM,2014-03-27
C0323,P0034,SH,2014-03-28
C0324,P0287,ADM,2014-03-28
C0323,P0042,LR,2014-03-28
C0324,P0347,NOT,2014-03-28
C0322,P0141,SH,2014-03-28
C0322,P0101,SH,2014-03-28
C0322,P0101,COM,2014-03-28
C0322,P0157,ADM,2014-03-28
C0324,P0118,SH,2014-03-28
C0323,P0034,ADM,2014-03-28
C0323,P0349,NOT,2014-03-28
C0323,P0281,SH,2014-03-28
C0322,P0349,NOT,2014-03-28
C0323,P0281,COM,2014-03-28
C0324,P0267,SH,2014-03-28
C0325,P0320,NOT,2014-04-04
C0325,P0130,LR,2014-04-04
C0326,P0137,LR,2014-04-04
C0325,P0046,SH,2014-04-04
C0325,P0280,SH,2014-04-04
C0325,P0046,ADM,2014-04-04
C0326,P0320,NOT,2014-04-04
C0326,P0240,LR,2014-04-04
C0326,P0165,LR,2014-04-04
C0326,P0046,ADM,2014-04-04
C0326,P0137,SH,2014-04-04
C0326,P0046,SH,2014-04-04
C0332,P0217,LR,2014-04-10
C0328,P0191,LR,2014-04-10
C0332,P0172,SH,2014-04-10
C0332,P0172,ADM,2014-04-10
C0328,P0059,ADM,2014-04-10
C0332,P0038,COM,2014-04-10
C0330,P0031,LR,2014-04-10
C0331,P0225,LR,2014-04-10
C0329,P0301,SH,2014-04-10
C0330,P0071,LR,2014-04-10
C0330,P0320,NOT,2014-04-10
C0328,P0059,SH,2014-04-10
C0331,P0059,COM,2014-04-10
C0327,P0172,COM,2014-04-10
C0330,P0023,LR,2014-04-10
C0327,P0326,NOT,2014-04-10
C0330,P0038,SH,2014-04-10
C0327,P0301,SH,2014-04-10
C0329,P0172,SH,2014-04-10
C0332,P0326,NOT,2014-04-10
C0328,P0172,SH,2014-04-10
C0330,P0306,SH,2014-04-10
C0330,P0038,ADM,2014-04-10
C0329,P0001,ADM,2014-04-10
C0332,P0038,SH,2014-04-10
C0329,P0172,COM,2014-04-10
C0327,P0172,SH,2014-04-10
C0328,P0326,NOT,2014-04-10
C0327,P0287,ADM,2014-04-10
C0331,P0059,SH,2014-04-10
C0329,P0326,NOT,2014-04-10
C0331,P0326,NOT,2014-04-10
C0331,P0306,SH,2014-04-10
C0331,P0306,ADM,2014-04-10
C0333,P0034,LR,2014-04-15
C0333,P0066,COM,2014-04-15
C0333,P0066,SH,2014-04-15
C0333,P0297,ADM,2014-04-15
C0333,P0335,NOT,2014-04-15
C0333,P0034,SH,2014-04-15
C0334,P0265,ADM,2014-04-16
C0338,P0055,SH,2014-04-16
C0338,P0057,ADM,2014-04-16
C0338,P0055,COM,2014-04-16
C0335,P0253,ADM,2014-04-16
C0334,P0337,NOT,2014-04-16
C0335,P0309,NOT,2014-04-16
C0335,P0136,LR,2014-04-16
C0335,P0136,SH,2014-04-16
C0338,P0309,NOT,2014-04-16
C0337,P0309,NOT,2014-04-16
C0337,P0118,SH,2014-04-16
C0337,P0118,COM,2014-04-16
C0335,P0118,SH,2014-04-16
C0335,P0118,COM,2014-04-16
C0336,P0301,SH,2014-04-16
C0336,P0309,NOT,2014-04-16
C0337,P0136,SH,2014-04-16
C0336,P0136,ADM,2014-04-16
C0334,P0110,SH,2014-04-16
C0334,P0110,COM,2014-04-16
C0336,P0136,SH,2014-04-16
C0337,P0203,ADM,2014-04-16
C0338,P0298,SH,2014-04-16
C0334,P0051,SH,2014-04-16
C0339,P0313,NOT,2014-04-25
C0339,P0075,SH,2014-04-25
C0341,P0241,ADM,2014-05-07
C0340,P0241,SH,2014-05-07
C0341,P0241,SH,2014-05-07
C0341,P0331,NOT,2014-05-07
C0340,P0127,SH,2014-05-07
C0341,P0124,LR,2014-05-07
C0341,P0055,SH,2014-05-07
C0340,P0056,ADM,2014-05-07
C0340,P0127,COM,2014-05-07
C0340,P0331,NOT,2014-05-07
C0342,P0331,NOT,2014-05-09
C0342,P0275,SH,2014-05-09
C0342,P0055,ADM,2014-05-09
C0342,P0055,SH,2014-05-09
C0342,P0281,LR,2014-05-09
C0343,P0066,SH,2014-05-15
C0343,P0269,ADM,2014-05-15
C0343,P0034,COM,2014-05-15
C0343,P0034,SH,2014-05-15
C0343,P0335,NOT,2014-05-15
C0344,P0248,ADM,2014-05-28
C0344,P0340,NOT,2014-05-28
C0344,P0124,LR,2014-05-28
C0344,P0248,SH,2014-05-28
C0344,P0087,SH,2014-05-28
C0345,P0117,ADM,2014-05-29
C0345,P0059,COM,2014-05-29
C0345,P0117,SH,2014-05-29
C0345,P0124,LR,2014-05-29
C0345,P0059,SH,2014-05-29
C0345,P0339,NOT,2014-05-29
C0346,P0059,SH,2014-06-05
C0346,P0339,NOT,2014-06-05
C0346,P0064,SH,2014-06-05
C0346,P0184,LR,2014-06-05
C0348,P0241,LR,2014-06-13
C0347,P0341,NOT,2014-06-13
C0348,P0277,ADM,2014-06-13
C0347,P0057,ADM,2014-06-13
C0348,P0241,SH,2014-06-13
C0348,P0341,NOT,2014-06-13
C0347,P0248,SH,2014-06-13
C0348,P0248,COM,2014-06-13
C0348,P0248,SH,2014-06-13
C0347,P0241,SH,2014-06-13
C0349,P0356,NOT,2014-07-31
C0349,P0124,LR,2014-07-31
C0349,P0176,COM,2014-07-31
C0349,P0260,ADM,2014-07-31
C0349,P0260,SH,2014-07-31
C0349,P0176,SH,2014-07-31
C0350,P0285,ADM,2014-08-02
C0351,P0054,LR,2014-08-02
C0350,P0268,ADM,2014-08-02
C0351,P0268,SH,2014-08-02
C0351,P0310,NOT,2014-08-02
C0350,P0268,SH,2014-08-02
C0350,P0260,SH,2014-08-02
C0350,P0310,NOT,2014-08-02
C0351,P0274,SH,2014-08-02
C0352,P0129,LR,2014-09-25
C0352,P0301,SH,2014-09-25
C0352,P0301,ADM,2014-09-25
C0352,P0299,COM,2014-09-25
C0352,P0299,SH,2014-09-25
C0352,P0356,NOT,2014-09-25
C0353,P0059,SH,2014-10-09
C0353,P0330,NOT,2014-10-09
C0353,P0090,SH,2014-10-09
C0353,P0269,ADM,2014-10-09
C0354,P0059,SH,2015-04-22
C0354,P0288,LR,2015-04-22
C0354,P0356,NOT,2015-04-22
