source,target,edge_type,date
C0001,P0068,SH,1997-11-28
C0001,P0068,COM,1997-11-28
C0001,P0071,SH,1997-11-28
C0001,P0337,NOT,1997-11-28
C0001,P0245,ADM,1997-11-28
C0001,P0245,SH,1997-11-28
C0001,P0078,SH,1997-11-28
C0001,P0228,SH,1997-11-28
C0001,P0035,LR,1997-11-28
C0001,P0232,SH,1997-11-28
C0001,P0193,SH,1997-11-28
C0001,P0119,SH,1997-11-28
C0003,P0120,LR,2008-03-01
C0003,P0071,LR,2008-03-01
C0003,P0155,ADM,2008-03-01
C0003,P0232,LR,2008-03-01
C0003,P0152,LR,2008-03-01
C0003,P0227,LR,2008-03-01
C0003,P0142,COM,2008-03-01
C0003,P0296,LR,2008-03-01
C0003,P0072,SH,2008-03-01
C0002,P0076,ADM,2008-03-01
C0003,P0231,SH,2008-03-01
C0003,P0121,LR,2008-03-01
C0002,P0072,SH,2008-03-01
C0002,P0152,LR,2008-03-01
C0003,P0159,LR,2008-03-01
C0002,P0252,SH,2008-03-01
C0003,P0035,LR,2008-03-01
C0003,P0337,NOT,2008-03-01
C0002,P0337,NOT,2008-03-01
C0004,P0216,LR,2008-08-05
C0004,P0042,LR,2008-08-05
C0004,P0120,SH,2008-08-05
C0004,P0123,LR,2008-08-05
C0004,P0337,NOT,2008-08-05
C0004,P0232,COM,2008-08-05
C0004,P0071,SH,2008-08-05
C0004,P0037,LR,2008-08-05
C0004,P0232,SH,2008-08-05
C0004,P0113,LR,2008-08-05
C0004,P0296,ADM,2008-08-05
C0004,P0296,SH,2008-08-05
C0004,P0121,SH,2008-08-05
C0004,P0303,LR,2008-08-05
C0004,P0227,LR,2008-08-05
C0005,P0142,SH,2008-09-08
C0005,P0309,NOT,2008-09-08
C0005,P0104,SH,2008-09-08
C0005,P0058,LR,2008-09-08
C0005,P0058,SH,2008-09-08
C0005,P0104,ADM,2008-09-08
C0005,P0044,COM,2008-09-08
C0005,P0087,SH,2008-09-08
C0006,P0089,SH,2008-12-11
C0006,P0227,COM,2008-12-11
C0006,P0065,SH,2008-12-11
C0006,P0120,SH,2008-12-11
C0006,P0227,SH,2008-12-11
C0006,P0318,NOT,2008-12-11
C0006,P0065,LR,2008-12-11
C0006,P0190,SH,2008-12-11
C0006,P0022,ADM,2008-12-11
C0007,P0231,SH,2008-12-12
C0008,P0232,LR,2008-12-12
C0007,P0231,ADM,2008-12-12
C0009,P0010,LR,2008-12-12
C0007,P0232,COM,2008-12-12
C0009,P0077,SH,2008-12-12
C0009,P0071,SH,2008-12-12
C0009,P0071,LR,2008-12-12
C0009,P0069,SH,2008-12-12
C0007,P0296,LR,2008-12-12
C0007,P0314,NOT,2008-12-12
C0009,P0257,ADM,2008-12-12
C0008,P0042,SH,2008-12-12
C0008,P0042,LR,2008-12-12
C0007,P0035,LR,2008-12-12
C0008,P0232,SH,2008-12-12
C0009,P0010,SH,2008-12-12
C0008,P0035,LR,2008-12-12
C0008,P0197,SH,2008-12-12
C0008,P0035,SH,2008-12-12
C0007,P0010,LR,2008-12-12
C0008,P0192,ADM,2008-12-12
C0007,P0142,SH,2008-12-12
C0009,P0214,COM,2008-12-12
C0009,P0214,SH,2008-12-12
C0007,P0168,LR,2008-12-12
C0008,P0216,COM,2008-12-12
C0008,P0216,SH,2008-12-12
C0008,P0337,NOT,2008-12-12
C0009,P0328,NOT,2008-12-12
C0010,P0010,COM,2008-12-15
C0010,P0121,LR,2008-12-15
C0010,P0318,NOT,2008-12-15
C0010,P0120,LR,2008-12-15
C0010,P0200,SH,2008-12-15
C0010,P0104,ADM,2008-12-15
C0010,P0188,LR,2008-12-15
C0010,P0100,LR,2008-12-15
C0010,P0104,SH,2008-12-15
C0011,P0223,ADM,2008-12-18
C0011,P0080,ADM,2008-12-18
C0011,P0337,NOT,2008-12-18
C0011,P0257,ADM,2008-12-18
C0012,P0252,ADM,2009-01-21
C0012,P0252,SH,2009-01-21
C0012,P0318,NOT,2009-01-21
C0012,P0206,COM,2009-01-21
C0012,P0206,SH,2009-01-21
C0013,P0186,SH,2009-03-21
C0013,P0186,COM,2009-03-21
C0013,P0183,ADM,2009-03-21
C0013,P0337,NOT,2009-03-21
C0013,P0183,SH,2009-03-21
C0014,P0295,ADM,2009-03-25
C0014,P0295,SH,2009-03-25
C0014,P0112,SH,2009-03-25
C0014,P0112,COM,2009-03-25
C0014,P0314,NOT,2009-03-25
C0015,P0239,LR,2009-08-28
C0015,P0180,LR,2009-08-28
C0015,P0314,NOT,2009-08-28
C0015,P0252,SH,2009-08-28
C0015,P0177,LR,2009-08-28
C0015,P0252,ADM,2009-08-28
C0015,P0156,SH,2009-08-28
C0015,P0077,LR,2009-08-28
C0015,P0156,COM,2009-08-28
C0015,P0303,LR,2009-08-28
C0015,P0278,LR,2009-08-28
C0018,P0318,NOT,2009-09-01
C0016,P0231,SH,2009-09-01
C0017,P0054,LR,2009-09-01
C0018,P0159,COM,2009-09-01
C0016,P0104,SH,2009-09-01
C0016,P0104,COM,2009-09-01
C0018,P0104,SH,2009-09-01
C0018,P0104,ADM,2009-09-01
C0016,P0011,LR,2009-09-01
C0018,P0011,LR,2009-09-01
C0016,P0318,NOT,2009-09-01
C0016,P0231,ADM,2009-09-01
C0017,P0156,ADM,2009-09-01
C0017,P0110,LR,2009-09-01
C0017,P0337,NOT,2009-09-01
C0017,P0072,SH,2009-09-01
C0017,P0072,COM,2009-09-01
C0018,P0072,SH,2009-09-01
C0017,P0156,SH,2009-09-01
C0016,P0156,SH,2009-09-01
C0018,P0159,SH,2009-09-01
C0019,P0216,LR,2009-10-16
C0019,P0354,NOT,2009-10-16
C0019,P0159,SH,2009-10-16
C0019,P0200,COM,2009-10-16
C0019,P0159,LR,2009-10-16
C0019,P0105,ADM,2009-10-16
C0019,P0105,SH,2009-10-16
C0019,P0200,SH,2009-10-16
C0020,P0337,NOT,2009-10-19
C0020,P0072,COM,2009-10-19
C0020,P0183,ADM,2009-10-19
C0020,P0231,ADM,2009-10-19
C0020,P0104,COM,2009-10-19
C0020,P0252,ADM,2009-10-19
C0020,P0156,COM,2009-10-19
C0021,P0058,ADM,2009-11-23
C0021,P0058,SH,2009-11-23
C0021,P0183,SH,2009-11-23
C0021,P0183,COM,2009-11-23
C0021,P0354,NOT,2009-11-23
C0022,P0206,COM,2009-12-01
C0022,P0252,ADM,2009-12-01
C0022,P0252,SH,2009-12-01
C0022,P0318,NOT,2009-12-01
C0022,P0206,SH,2009-12-01
C0024,P0168,LR,2009-12-03
C0024,P0058,ADM,2009-12-03
C0024,P0058,SH,2009-12-03
C0024,P0206,COM,2009-12-03
C0024,P0206,SH,2009-12-03
C0024,P0314,NOT,2009-12-03
C0023,P0314,NOT,2009-12-03
C0024,P0070,LR,2009-12-03
C0024,P0094,LR,2009-12-03
C0023,P0231,SH,2009-12-03
C0024,P0037,LR,2009-12-03
C0023,P0142,COM,2009-12-03
C0023,P0142,SH,2009-12-03
C0023,P0231,ADM,2009-12-03
C0025,P0168,LR,2009-12-04
C0025,P0342,NOT,2009-12-04
C0025,P0037,LR,2009-12-04
C0025,P0183,SH,2009-12-04
C0025,P0183,ADM,2009-12-04
C0025,P0186,COM,2009-12-04
C0025,P0186,SH,2009-12-04
C0025,P0303,LR,2009-12-04
C0025,P0294,LR,2009-12-04
C0026,P0168,LR,2009-12-16
C0026,P0037,LR,2009-12-16
C0026,P0011,SH,2009-12-16
C0026,P0081,SH,2009-12-16
C0026,P0294,LR,2009-12-16
C0026,P0213,SH,2009-12-16
C0026,P0215,SH,2009-12-16
C0026,P0031,SH,2009-12-16
C0026,P0336,NOT,2009-12-16
C0026,P0031,COM,2009-12-16
C0026,P0077,ADM,2009-12-16
C0027,P0282,SH,2009-12-21
C0027,P0307,NOT,2009-12-21
C0027,P0282,COM,2009-12-21
C0027,P0295,ADM,2009-12-21
C0027,P0295,SH,2009-12-21
C0028,P0087,SH,2009-12-23
C0028,P0080,ADM,2009-12-23
C0028,P0080,SH,2009-12-23
C0028,P0307,NOT,2009-12-23
C0028,P0054,LR,2009-12-23
C0028,P0087,COM,2009-12-23
C0029,P0307,NOT,2009-12-29
C0029,P0011,LR,2009-12-29
C0029,P0280,SH,2009-12-29
C0029,P0034,SH,2009-12-29
C0029,P0034,COM,2009-12-29
C0029,P0280,ADM,2009-12-29
C0030,P0156,COM,2009-12-31
C0030,P0342,NOT,2009-12-31
C0030,P0231,SH,2009-12-31
C0030,P0156,SH,2009-12-31
C0030,P0231,ADM,2009-12-31
C0031,P0337,NOT,2010-01-06
C0031,P0184,ADM,2010-01-06
C0031,P0184,SH,2010-01-06
C0031,P0250,COM,2010-01-06
C0031,P0250,SH,2010-01-06
C0032,P0183,SH,2010-02-06
C0032,P0183,COM,2010-02-06
C0033,P0156,ADM,2010-02-06
C0033,P0156,SH,2010-02-06
C0032,P0320,NOT,2010-02-06
C0033,P0320,NOT,2010-02-06
C0033,P0159,SH,2010-02-06
C0032,P0231,SH,2010-02-06
C0032,P0231,ADM,2010-02-06
C0033,P0159,COM,2010-02-06
C0034,P0087,SH,2010-02-10
C0034,P0058,ADM,2010-02-10
C0034,P0094,LR,2010-02-10
C0034,P0058,SH,2010-02-10
C0035,P0034,SH,2010-02-10
C0035,P0034,ADM,2010-02-10
C0035,P0326,NOT,2010-02-10
C0034,P0327,NOT,2010-02-10
C0034,P0087,COM,2010-02-10
C0035,P0280,SH,2010-02-10
C0035,P0280,COM,2010-02-10
C0036,P0183,SH,2010-03-03
C0036,P0329,NOT,2010-03-03
C0036,P0183,ADM,2010-03-03
C0036,P0054,LR,2010-03-03
C0036,P0080,SH,2010-03-03
C0036,P0080,COM,2010-03-03
C0038,P0073,SH,2010-05-13
C0037,P0303,LR,2010-05-13
C0037,P0077,LR,2010-05-13
C0038,P0034,SH,2010-05-13
C0038,P0073,ADM,2010-05-13
C0037,P0148,COM,2010-05-13
C0038,P0034,COM,2010-05-13
C0038,P0154,LR,2010-05-13
C0037,P0159,ADM,2010-05-13
C0037,P0162,LR,2010-05-13
C0037,P0159,SH,2010-05-13
C0037,P0148,SH,2010-05-13
C0037,P0239,LR,2010-05-13
C0037,P0220,ADM,2010-05-13
C0038,P0322,NOT,2010-05-13
C0037,P0122,LR,2010-05-13
C0037,P0322,NOT,2010-05-13
C0037,P0180,LR,2010-05-13
C0040,P0073,ADM,2010-05-25
C0040,P0073,SH,2010-05-25
C0040,P0239,LR,2010-05-25
C0040,P0303,LR,2010-05-25
C0040,P0077,LR,2010-05-25
C0039,P0333,NOT,2010-05-25
C0040,P0146,SH,2010-05-25
C0040,P0146,COM,2010-05-25
C0040,P0333,NOT,2010-05-25
C0039,P0102,COM,2010-05-25
C0039,P0148,ADM,2010-05-25
C0040,P0137,LR,2010-05-25
C0040,P0177,LR,2010-05-25
C0040,P0122,LR,2010-05-25
C0040,P0180,LR,2010-05-25
C0040,P0154,LR,2010-05-25
C0039,P0102,SH,2010-05-25
C0039,P0148,SH,2010-05-25
C0041,P0324,NOT,2010-06-17
C0041,P0282,COM,2010-06-17
C0041,P0058,SH,2010-06-17
C0041,P0058,ADM,2010-06-17
C0041,P0282,SH,2010-06-17
C0042,P0324,NOT,2010-06-21
C0042,P0034,COM,2010-06-21
C0042,P0184,SH,2010-06-21
C0042,P0184,ADM,2010-06-21
C0042,P0034,SH,2010-06-21
C0044,P0034,COM,2010-07-05
C0044,P0034,SH,2010-07-05
C0043,P0183,COM,2010-07-05
C0044,P0148,ADM,2010-07-05
C0044,P0148,SH,2010-07-05
C0043,P0073,ADM,2010-07-05
C0043,P0073,SH,2010-07-05
C0044,P0315,NOT,2010-07-05
C0043,P0315,NOT,2010-07-05
C0043,P0183,SH,2010-07-05
C0045,P0304,LR,2010-07-16
C0046,P0129,COM,2010-07-16
C0046,P0129,SH,2010-07-16
C0045,P0176,LR,2010-07-16
C0046,P0331,NOT,2010-07-16
C0045,P0331,NOT,2010-07-16
C0045,P0025,COM,2010-07-16
C0045,P0025,SH,2010-07-16
C0045,P0041,SH,2010-07-16
C0046,P0025,SH,2010-07-16
C0045,P0041,ADM,2010-07-16
C0046,P0025,ADM,2010-07-16
C0048,P0037,SH,2010-08-11
C0048,P0095,COM,2010-08-11
C0047,P0349,NOT,2010-08-11
C0048,P0037,ADM,2010-08-11
C0047,P0060,SH,2010-08-11
C0048,P0095,SH,2010-08-11
C0047,P0124,SH,2010-08-11
C0048,P0349,NOT,2010-08-11
C0047,P0060,ADM,2010-08-11
C0049,P0340,NOT,2010-08-20
C0049,P0037,SH,2010-08-20
C0049,P0025,COM,2010-08-20
C0049,P0037,ADM,2010-08-20
C0049,P0025,SH,2010-08-20
C0050,P0094,LR,2010-08-27
C0051,P0321,NOT,2010-08-27
C0051,P0168,SH,2010-08-27
C0051,P0173,SH,2010-08-27
C0050,P0321,NOT,2010-08-27
C0050,P0032,ADM,2010-08-27
C0050,P0032,SH,2010-08-27
C0051,P0173,COM,2010-08-27
C0050,P0124,COM,2010-08-27
C0050,P0124,SH,2010-08-27
C0051,P0168,ADM,2010-08-27
C0052,P0156,SH,2010-09-03
C0052,P0159,SH,2010-09-03
C0052,P0156,COM,2010-09-03
C0052,P0348,NOT,2010-09-03
C0052,P0159,ADM,2010-09-03
C0053,P0206,COM,2010-10-17
C0053,P0146,SH,2010-10-17
C0053,P0148,SH,2010-10-17
C0053,P0206,SH,2010-10-17
C0053,P0012,SH,2010-10-17
C0053,P0247,ADM,2010-10-17
C0053,P0247,SH,2010-10-17
C0053,P0326,NOT,2010-10-17
C0054,P0322,NOT,2010-11-04
C0054,P0095,SH,2010-11-04
C0054,P0205,SH,2010-11-04
C0055,P0324,NOT,2010-11-19
C0057,P0124,LR,2010-11-19
C0055,P0047,COM,2010-11-19
C0057,P0095,SH,2010-11-19
C0057,P0036,LR,2010-11-19
C0057,P0205,COM,2010-11-19
C0057,P0349,NOT,2010-11-19
C0057,P0095,ADM,2010-11-19
C0056,P0324,NOT,2010-11-19
C0055,P0037,LR,2010-11-19
C0055,P0047,SH,2010-11-19
C0057,P0205,SH,2010-11-19
C0056,P0184,LR,2010-11-19
C0056,P0160,COM,2010-11-19
C0057,P0094,LR,2010-11-19
C0058,P0047,COM,2010-11-19
C0056,P0148,SH,2010-11-19
C0058,P0129,LR,2010-11-19
C0056,P0148,ADM,2010-11-19
C0055,P0247,SH,2010-11-19
C0056,P0160,SH,2010-11-19
C0058,P0349,NOT,2010-11-19
C0058,P0047,SH,2010-11-19
C0055,P0247,ADM,2010-11-19
C0058,P0073,SH,2010-11-19
C0058,P0073,ADM,2010-11-19
C0059,P0072,SH,2010-11-22
C0060,P0060,LR,2010-11-22
C0059,P0072,ADM,2010-11-22
C0060,P0012,SH,2010-11-22
C0060,P0012,ADM,2010-11-22
C0060,P0337,NOT,2010-11-22
C0059,P0247,COM,2010-11-22
C0059,P0337,NOT,2010-11-22
C0060,P0156,COM,2010-11-22
C0060,P0156,SH,2010-11-22
C0059,P0247,SH,2010-11-22
C0059,P0037,LR,2010-11-22
C0061,P0146,SH,2010-11-24
C0061,P0152,SH,2010-11-24
C0062,P0206,SH,2010-11-24
C0062,P0159,ADM,2010-11-24
C0062,P0159,SH,2010-11-24
C0061,P0168,LR,2010-11-24
C0061,P0333,NOT,2010-11-24
C0062,P0206,COM,2010-11-24
C0062,P0353,NOT,2010-11-24
C0066,P0159,SH,2010-11-25
C0064,P0095,SH,2010-11-25
C0064,P0320,NOT,2010-11-25
C0066,P0320,NOT,2010-11-25
C0065,P0247,SH,2010-11-25
C0064,P0095,ADM,2010-11-25
C0063,P0094,LR,2010-11-25
C0063,P0212,LR,2010-11-25
C0064,P0146,COM,2010-11-25
C0066,P0159,ADM,2010-11-25
C0063,P0012,SH,2010-11-25
C0063,P0291,LR,2010-11-25
C0063,P0171,LR,2010-11-25
C0063,P0021,LR,2010-11-25
C0063,P0014,LR,2010-11-25
C0063,P0132,LR,2010-11-25
C0063,P0054,LR,2010-11-25
C0063,P0084,LR,2010-11-25
C0065,P0039,LR,2010-11-25
C0063,P0075,LR,2010-11-25
C0063,P0340,NOT,2010-11-25
C0065,P0340,NOT,2010-11-25
C0064,P0146,SH,2010-11-25
C0066,P0148,SH,2010-11-25
C0063,P0247,LR,2010-11-25
C0065,P0100,LR,2010-11-25
C0065,P0247,ADM,2010-11-25
C0066,P0100,LR,2010-11-25
C0063,P0124,LR,2010-11-25
C0066,P0148,COM,2010-11-25
C0063,P0012,COM,2010-11-25
C0063,P0218,LR,2010-11-25
C0063,P0216,LR,2010-11-25
C0065,P0156,SH,2010-11-25
C0063,P0205,ADM,2010-11-25
C0063,P0205,SH,2010-11-25
C0065,P0156,COM,2010-11-25
C0067,P0300,LR,2010-11-26
C0067,P0326,NOT,2010-11-26
C0067,P0032,LR,2010-11-26
C0067,P0146,ADM,2010-11-26
C0067,P0160,SH,2010-11-26
C0067,P0160,COM,2010-11-26
C0067,P0146,SH,2010-11-26
C0068,P0205,SH,2010-12-01
C0068,P0206,SH,2010-12-01
C0068,P0205,COM,2010-12-01
C0069,P0331,NOT,2010-12-01
C0068,P0206,ADM,2010-12-01
C0068,P0331,NOT,2010-12-01
C0069,P0148,COM,2010-12-01
C0069,P0247,SH,2010-12-01
C0069,P0148,SH,2010-12-01
C0069,P0247,ADM,2010-12-01
C0069,P0173,LR,2010-12-01
C0068,P0168,LR,2010-12-01
C0070,P0156,SH,2010-12-02
C0070,P0205,SH,2010-12-02
C0070,P0205,COM,2010-12-02
C0070,P0152,ADM,2010-12-02
C0070,P0152,SH,2010-12-02
C0070,P0320,NOT,2010-12-02
C0070,P0095,SH,2010-12-02
C0070,P0047,SH,2010-12-02
C0072,P0320,NOT,2010-12-15
C0074,P0037,LR,2010-12-15
C0074,P0206,COM,2010-12-15
C0072,P0073,ADM,2010-12-15
C0073,P0047,COM,2010-12-15
C0073,P0152,ADM,2010-12-15
C0071,P0148,COM,2010-12-15
C0073,P0129,LR,2010-12-15
C0072,P0100,LR,2010-12-15
C0071,P0124,LR,2010-12-15
C0073,P0320,NOT,2010-12-15
C0074,P0320,NOT,2010-12-15
C0074,P0095,ADM,2010-12-15
C0071,P0320,NOT,2010-12-15
C0072,P0205,COM,2010-12-15
C0071,P0156,ADM,2010-12-15
C0075,P0144,SH,2010-12-17
C0075,P0054,SH,2010-12-17
C0075,P0226,COM,2010-12-17
C0075,P0144,ADM,2010-12-17
C0075,P0309,NOT,2010-12-17
C0076,P0210,SH,2011-01-27
C0076,P0280,LR,2011-01-27
C0076,P0256,ADM,2011-01-27
C0076,P0256,SH,2011-01-27
C0076,P0210,COM,2011-01-27
C0076,P0309,NOT,2011-01-27
C0077,P0160,ADM,2011-05-30
C0077,P0012,COM,2011-05-30
C0077,P0160,SH,2011-05-30
C0077,P0160,LR,2011-05-30
C0077,P0326,NOT,2011-05-30
C0077,P0012,SH,2011-05-30
C0078,P0205,SH,2011-07-18
C0079,P0249,COM,2011-07-18
C0078,P0205,ADM,2011-07-18
C0079,P0235,SH,2011-07-18
C0078,P0073,SH,2011-07-18
C0078,P0073,COM,2011-07-18
C0079,P0326,NOT,2011-07-18
C0079,P0235,ADM,2011-07-18
C0079,P0249,SH,2011-07-18
C0078,P0326,NOT,2011-07-18
C0080,P0309,NOT,2011-07-21
C0080,P0117,SH,2011-07-21
C0080,P0169,SH,2011-07-21
C0080,P0261,LR,2011-07-21
C0080,P0272,ADM,2011-07-21
C0080,P0237,COM,2011-07-21
C0081,P0309,NOT,2011-07-22
C0081,P0299,SH,2011-07-22
C0081,P0108,ADM,2011-07-22
C0081,P0106,SH,2011-07-22
C0081,P0289,COM,2011-07-22
C0082,P0150,ADM,2011-08-03
C0083,P0061,ADM,2011-08-03
C0082,P0322,NOT,2011-08-03
C0083,P0322,NOT,2011-08-03
C0083,P0073,SH,2011-08-03
C0083,P0219,COM,2011-08-03
C0082,P0280,SH,2011-08-03
C0082,P0208,COM,2011-08-03
C0082,P0142,SH,2011-08-03
C0083,P0152,SH,2011-08-03
C0084,P0074,ADM,2011-08-04
C0084,P0247,SH,2011-08-04
C0084,P0062,LR,2011-08-04
C0084,P0324,NOT,2011-08-04
C0084,P0028,COM,2011-08-04
C0084,P0286,SH,2011-08-04
C0086,P0335,NOT,2011-08-05
C0085,P0293,ADM,2011-08-05
C0086,P0168,LR,2011-08-05
C0086,P0159,SH,2011-08-05
C0086,P0306,ADM,2011-08-05
C0086,P0092,COM,2011-08-05
C0086,P0281,SH,2011-08-05
C0085,P0273,SH,2011-08-05
C0085,P0335,NOT,2011-08-05
C0085,P0283,COM,2011-08-05
C0085,P0089,SH,2011-08-05
C0088,P0096,SH,2011-08-22
C0088,P0308,NOT,2011-08-22
C0088,P0096,LR,2011-08-22
C0088,P0219,COM,2011-08-22
C0088,P0249,SH,2011-08-22
C0088,P0276,ADM,2011-08-22
C0087,P0302,SH,2011-08-22
C0087,P0324,NOT,2011-08-22
C0090,P0005,COM,2011-08-23
C0090,P0252,SH,2011-08-23
C0089,P0117,LR,2011-08-23
C0089,P0210,COM,2011-08-23
C0089,P0210,SH,2011-08-23
C0091,P0012,SH,2011-08-23
C0091,P0061,COM,2011-08-23
C0091,P0041,SH,2011-08-23
C0091,P0041,LR,2011-08-23
C0091,P0298,LR,2011-08-23
C0089,P0256,SH,2011-08-23
C0089,P0256,ADM,2011-08-23
C0089,P0355,NOT,2011-08-23
C0090,P0305,LR,2011-08-23
C0090,P0125,ADM,2011-08-23
C0090,P0235,LR,2011-08-23
C0091,P0220,ADM,2011-08-23
C0091,P0331,NOT,2011-08-23
C0090,P0047,SH,2011-08-23
C0090,P0355,NOT,2011-08-23
C0092,P0025,SH,2011-08-30
C0093,P0349,NOT,2011-08-30
C0092,P0092,COM,2011-08-30
C0092,P0058,SH,2011-08-30
C0092,P0235,SH,2011-08-30
C0093,P0129,SH,2011-08-30
C0093,P0129,COM,2011-08-30
C0092,P0281,SH,2011-08-30
C0092,P0222,ADM,2011-08-30
C0092,P0100,LR,2011-08-30
C0093,P0184,SH,2011-08-30
C0092,P0349,NOT,2011-08-30
C0092,P0261,SH,2011-08-30
C0093,P0248,ADM,2011-08-30
C0094,P0317,NOT,2011-09-15
C0094,P0272,COM,2011-09-15
C0094,P0058,SH,2011-09-15
C0095,P0233,SH,2011-09-15
C0094,P0278,LR,2011-09-15
C0094,P0107,LR,2011-09-15
C0094,P0183,SH,2011-09-15
C0094,P0302,LR,2011-09-15
C0095,P0148,ADM,2011-09-15
C0094,P0183,ADM,2011-09-15
C0095,P0028,COM,2011-09-15
C0095,P0317,NOT,2011-09-15
C0095,P0148,SH,2011-09-15
C0097,P0160,SH,2011-11-15
C0097,P0353,NOT,2011-11-15
C0096,P0353,NOT,2011-11-15
C0097,P0248,ADM,2011-11-15
C0096,P0097,LR,2011-11-15
C0096,P0225,ADM,2011-11-15
C0097,P0096,SH,2011-11-15
C0096,P0225,SH,2011-11-15
C0096,P0261,SH,2011-11-15
C0096,P0261,COM,2011-11-15
C0097,P0160,COM,2011-11-15
C0099,P0129,COM,2011-11-18
C0099,P0161,ADM,2011-11-18
C0098,P0013,ADM,2011-11-18
C0099,P0161,SH,2011-11-18
C0099,P0339,NOT,2011-11-18
C0098,P0339,NOT,2011-11-18
C0098,P0168,LR,2011-11-18
C0099,P0129,SH,2011-11-18
C0098,P0261,LR,2011-11-18
C0098,P0095,COM,2011-11-18
C0098,P0095,SH,2011-11-18
C0098,P0106,SH,2011-11-18
C0100,P0331,NOT,2011-11-25
C0100,P0235,COM,2011-11-25
C0100,P0235,SH,2011-11-25
C0100,P0249,ADM,2011-11-25
C0100,P0249,SH,2011-11-25
C0102,P0144,SH,2011-12-22
C0101,P0095,SH,2011-12-22
C0102,P0205,SH,2011-12-22
C0101,P0054,LR,2011-12-22
C0102,P0322,NOT,2011-12-22
C0102,P0024,ADM,2011-12-22
C0101,P0041,SH,2011-12-22
C0101,P0322,NOT,2011-12-22
C0101,P0055,ADM,2011-12-22
C0102,P0060,SH,2011-12-22
C0102,P0060,COM,2011-12-22
C0102,P0168,SH,2011-12-22
C0102,P0286,SH,2011-12-22
C0103,P0024,COM,2011-12-28
C0103,P0222,ADM,2011-12-28
C0103,P0222,COM,2011-12-28
C0103,P0098,COM,2011-12-28
C0103,P0161,LR,2011-12-28
C0103,P0324,NOT,2011-12-28
C0103,P0098,ADM,2011-12-28
C0103,P0024,ADM,2011-12-28
C0105,P0024,ADM,2012-02-03
C0105,P0349,NOT,2012-02-03
C0104,P0012,SH,2012-02-03
C0104,P0098,ADM,2012-02-03
C0105,P0205,SH,2012-02-03
C0104,P0247,SH,2012-02-03
C0104,P0083,COM,2012-02-03
C0104,P0156,LR,2012-02-03
C0105,P0013,COM,2012-02-03
C0105,P0160,LR,2012-02-03
C0104,P0349,NOT,2012-02-03
C0105,P0095,SH,2012-02-03
C0106,P0326,NOT,2012-02-11
C0106,P0210,SH,2012-02-11
C0106,P0256,SH,2012-02-11
C0106,P0181,COM,2012-02-11
C0106,P0176,ADM,2012-02-11
C0107,P0152,SH,2012-02-18
C0107,P0160,SH,2012-02-18
C0107,P0326,NOT,2012-02-18
C0107,P0127,ADM,2012-02-18
C0107,P0149,COM,2012-02-18
C0108,P0276,ADM,2012-03-03
C0108,P0087,SH,2012-03-03
C0108,P0032,SH,2012-03-03
C0108,P0306,ADM,2012-03-03
C0108,P0168,LR,2012-03-03
C0108,P0352,NOT,2012-03-03
C0109,P0097,ADM,2012-03-20
C0109,P0260,COM,2012-03-20
C0109,P0097,SH,2012-03-20
C0109,P0309,NOT,2012-03-20
C0109,P0260,SH,2012-03-20
C0110,P0040,ADM,2012-03-24
C0110,P0040,SH,2012-03-24
C0110,P0326,NOT,2012-03-24
C0110,P0064,COM,2012-03-24
C0110,P0064,SH,2012-03-24
C0112,P0007,SH,2012-03-28
C0112,P0198,SH,2012-03-28
C0112,P0007,ADM,2012-03-28
C0111,P0276,COM,2012-03-28
C0112,P0324,NOT,2012-03-28
C0111,P0352,NOT,2012-03-28
C0112,P0198,COM,2012-03-28
C0111,P0002,SH,2012-03-28
C0111,P0118,ADM,2012-03-28
C0111,P0118,SH,2012-03-28
C0116,P0251,ADM,2012-03-29
C0113,P0004,ADM,2012-03-29
C0115,P0339,NOT,2012-03-29
C0115,P0255,SH,2012-03-29
C0116,P0251,SH,2012-03-29
C0116,P0268,SH,2012-03-29
C0114,P0143,ADM,2012-03-29
C0115,P0187,COM,2012-03-29
C0114,P0026,SH,2012-03-29
C0113,P0143,SH,2012-03-29
C0116,P0268,COM,2012-03-29
C0115,P0187,SH,2012-03-29
C0115,P0255,ADM,2012-03-29
C0114,P0194,LR,2012-03-29
C0116,P0320,NOT,2012-03-29
C0114,P0320,NOT,2012-03-29
C0114,P0143,SH,2012-03-29
C0113,P0242,COM,2012-03-29
C0113,P0339,NOT,2012-03-29
C0116,P0251,LR,2012-03-29
C0114,P0136,LR,2012-03-29
C0114,P0026,COM,2012-03-29
C0113,P0004,SH,2012-03-29
C0117,P0101,COM,2012-03-30
C0117,P0326,NOT,2012-03-30
C0117,P0254,SH,2012-03-30
C0117,P0101,SH,2012-03-30
C0117,P0254,ADM,2012-03-30
C0118,P0141,SH,2012-04-09
C0118,P0348,NOT,2012-04-09
C0118,P0141,LR,2012-04-09
C0118,P0141,ADM,2012-04-09
C0118,P0182,COM,2012-04-09
C0118,P0182,SH,2012-04-09
C0120,P0187,COM,2012-04-27
C0119,P0174,ADM,2012-04-27
C0121,P0322,NOT,2012-04-27
C0120,P0091,LR,2012-04-27
C0122,P0284,SH,2012-04-27
C0122,P0046,LR,2012-04-27
C0119,P0174,SH,2012-04-27
C0122,P0308,NOT,2012-04-27
C0120,P0187,SH,2012-04-27
C0120,P0224,ADM,2012-04-27
