source,target,edge_type,shell,creation_date
C0040,P0073,ADM,False,2010-05-25
C0040,P0073,SH,False,2010-05-25
C0040,P0239,LR,False,2010-05-25
C0040,P0303,LR,False,2010-05-25
C0040,P0077,LR,False,2010-05-25
C0040,P0146,SH,False,2010-05-25
C0040,P0146,COM,False,2010-05-25
C0039,P0102,COM,False,2010-05-25
C0039,P0148,ADM,False,2010-05-25
C0040,P0137,LR,False,2010-05-25
C0040,P0177,LR,False,2010-05-25
C0040,P0122,LR,False,2010-05-25
C0040,P0180,LR,False,2010-05-25
C0040,P0154,LR,False,2010-05-25
C0039,P0102,SH,False,2010-05-25
C0039,P0148,SH,False,2010-05-25
C0041,P0282,COM,True,2010-06-17
C0041,P0058,SH,True,2010-06-17
C0041,P0058,ADM,True,2010-06-17
C0041,P0282,SH,True,2010-06-17
C0042,P0034,COM,False,2010-06-21
C0042,P0184,SH,False,2010-06-21
C0042,P0184,ADM,False,2010-06-21
C0042,P0034,SH,False,2010-06-21
C0044,P0034,COM,False,2010-07-05
C0044,P0034,SH,False,2010-07-05
C0043,P0183,COM,False,2010-07-05
C0044,P0148,ADM,False,2010-07-05
C0044,P0148,SH,False,2010-07-05
C0043,P0073,ADM,False,2010-07-05
C0043,P0073,SH,False,2010-07-05
C0043,P0183,SH,False,2010-07-05
C0045,P0304,LR,True,2010-07-16
C0046,P0129,COM,False,2010-07-16
C0046,P0129,SH,False,2010-07-16
C0045,P0176,LR,True,2010-07-16
C0045,P0025,COM,True,2010-07-16
C0045,P0025,SH,True,2010-07-16
C0045,P0041,SH,True,2010-07-16
C0046,P0025,SH,False,2010-07-16
C0045,P0041,ADM,True,2010-07-16
C0046,P0025,ADM,False,2010-07-16
C0048,P0037,SH,False,2010-08-11
C0048,P0095,COM,False,2010-08-11
C0048,P0037,ADM,False,2010-08-11
C0047,P0060,SH,False,2010-08-11
C0048,P0095,SH,False,2010-08-11
C0047,P0124,SH,False,2010-08-11
C0047,P0060,ADM,False,2010-08-11
C0049,P0037,SH,False,2010-08-20
C0049,P0025,COM,False,2010-08-20
C0049,P0037,ADM,False,2010-08-20
C0049,P0025,SH,False,2010-08-20
C0050,P0094,LR,False,2010-08-27
C0051,P0168,SH,False,2010-08-27
C0051,P0173,SH,False,2010-08-27
C0050,P0032,ADM,False,2010-08-27
C0050,P0032,SH,False,2010-08-27
C0051,P0173,COM,False,2010-08-27
C0050,P0124,COM,False,2010-08-27
C0050,P0124,SH,False,2010-08-27
C0051,P0168,ADM,False,2010-08-27
C0052,P0156,SH,False,2010-09-03
C0052,P0159,SH,False,2010-09-03
C0052,P0156,COM,False,2010-09-03
C0052,P0159,ADM,False,2010-09-03
C0053,P0206,COM,True,2010-10-17
C0053,P0146,SH,True,2010-10-17
C0053,P0148,SH,True,2010-10-17
C0053,P0206,SH,True,2010-10-17
C0053,P0012,SH,True,2010-10-17
C0053,P0247,ADM,True,2010-10-17
C0053,P0247,SH,True,2010-10-17
C0054,P0095,SH,False,2010-11-04
C0054,P0205,SH,False,2010-11-04
C0057,P0124,LR,False,2010-11-19
C0055,P0047,COM,True,2010-11-19
C0057,P0095,SH,False,2010-11-19
C0057,P0036,LR,False,2010-11-19
C0057,P0205,COM,False,2010-11-19
C0057,P0095,ADM,False,2010-11-19
C0055,P0037,LR,True,2010-11-19
C0055,P0047,SH,True,2010-11-19
C0057,P0205,SH,False,2010-11-19
C0056,P0184,LR,True,2010-11-19
C0056,P0160,COM,True,2010-11-19
C0057,P0094,LR,False,2010-11-19
C0058,P0047,COM,False,2010-11-19
C0056,P0148,SH,True,2010-11-19
C0058,P0129,LR,False,2010-11-19
C0056,P0148,ADM,True,2010-11-19
C0055,P0247,SH,True,2010-11-19
C0056,P0160,SH,True,2010-11-19
C0058,P0047,SH,False,2010-11-19
C0055,P0247,ADM,True,2010-11-19
C0058,P0073,SH,False,2010-11-19
C0058,P0073,ADM,False,2010-11-19
C0059,P0072,SH,False,2010-11-22
C0060,P0060,LR,False,2010-11-22
C0059,P0072,ADM,False,2010-11-22
C0060,P0012,SH,False,2010-11-22
C0060,P0012,ADM,False,2010-11-22
C0059,P0247,COM,False,2010-11-22
C0060,P0156,COM,False,2010-11-22
C0060,P0156,SH,False,2010-11-22
C0059,P0247,SH,False,2010-11-22
C0059,P0037,LR,False,2010-11-22
C0061,P0146,SH,False,2010-11-24
C0061,P0152,SH,False,2010-11-24
C0062,P0206,SH,False,2010-11-24
C0062,P0159,ADM,False,2010-11-24
C0062,P0159,SH,False,2010-11-24
C0061,P0168,LR,False,2010-11-24
C0062,P0206,COM,False,2010-11-24
C0066,P0159,SH,False,2010-11-25
C0064,P0095,SH,False,2010-11-25
C0065,P0247,SH,False,2010-11-25
C0064,P0095,ADM,False,2010-11-25
C0063,P0094,LR,False,2010-11-25
C0063,P0212,LR,False,2010-11-25
C0064,P0146,COM,False,2010-11-25
C0066,P0159,ADM,False,2010-11-25
C0063,P0012,SH,False,2010-11-25
C0063,P0291,LR,False,2010-11-25
C0063,P0171,LR,False,2010-11-25
C0063,P0021,LR,False,2010-11-25
C0063,P0014,LR,False,2010-11-25
C0063,P0132,LR,False,2010-11-25
C0063,P0054,LR,False,2010-11-25
C0063,P0084,LR,False,2010-11-25
C0065,P0039,LR,False,2010-11-25
C0063,P0075,LR,False,2010-11-25
C0064,P0146,SH,False,2010-11-25
C0066,P0148,SH,False,2010-11-25
C0063,P0247,LR,False,2010-11-25
C0065,P0100,LR,False,2010-11-25
C0065,P0247,ADM,False,2010-11-25
C0066,P0100,LR,False,2010-11-25
C0063,P0124,LR,False,2010-11-25
C0066,P0148,COM,False,2010-11-25
C0063,P0012,COM,False,2010-11-25
C0063,P0218,LR,False,2010-11-25
C0063,P0216,LR,False,2010-11-25
C0065,P0156,SH,False,2010-11-25
C0063,P0205,ADM,False,2010-11-25
C0063,P0205,SH,False,2010-11-25
C0065,P0156,COM,False,2010-11-25
C0067,P0300,LR,False,2010-11-26
C0067,P0032,LR,False,2010-11-26
C0067,P0146,ADM,False,2010-11-26
C0067,P0160,SH,False,2010-11-26
C0067,P0160,COM,False,2010-11-26
C0067,P0146,SH,False,2010-11-26
C0068,P0205,SH,False,2010-12-01
C0068,P0206,SH,False,2010-12-01
C0068,P0205,COM,False,2010-12-01
C0068,P0206,ADM,False,2010-12-01
C0069,P0148,COM,False,2010-12-01
C0069,P0247,SH,False,2010-12-01
C0069,P0148,SH,False,2010-12-01
C0069,P0247,ADM,False,2010-12-01
C0069,P0173,LR,False,2010-12-01
C0068,P0168,LR,False,2010-12-01
C0070,P0156,SH,False,2010-12-02
C0070,P0205,SH,False,2010-12-02
C0070,P0205,COM,False,2010-12-02
C0070,P0152,ADM,False,2010-12-02
C0070,P0152,SH,False,2010-12-02
C0070,P0095,SH,False,2010-12-02
C0070,P0047,SH,False,2010-12-02
C0074,P0037,LR,False,2010-12-15
C0074,P0206,COM,False,2010-12-15
C0072,P0073,ADM,False,2010-12-15
C0073,P0047,COM,False,2010-12-15
C0073,P0152,ADM,False,2010-12-15
C0071,P0148,COM,False,2010-12-15
C0073,P0129,LR,False,2010-12-15
C0072,P0100,LR,False,2010-12-15
C0071,P0124,LR,False,2010-12-15
C0074,P0095,ADM,False,2010-12-15
C0072,P0205,COM,False,2010-12-15
C0071,P0156,ADM,False,2010-12-15
C0075,P0144,SH,True,2010-12-17
C0075,P0054,SH,True,2010-12-17
C0075,P0226,COM,True,2010-12-17
C0075,P0144,ADM,True,2010-12-17
C0076,P0210,SH,False,2011-01-27
C0076,P0280,LR,False,2011-01-27
C0076,P0256,ADM,False,2011-01-27
C0076,P0256,SH,False,2011-01-27
C0076,P0210,COM,False,2011-01-27
C0077,P0160,ADM,True,2011-05-30
C0077,P0012,COM,True,2011-05-30
C0077,P0160,SH,True,2011-05-30
C0077,P0160,LR,True,2011-05-30
C0077,P0012,SH,True,2011-05-30
C0078,P0205,SH,False,2011-07-18
C0079,P0249,COM,True,2011-07-18
C0078,P0205,ADM,False,2011-07-18
C0079,P0235,SH,True,2011-07-18
C0078,P0073,SH,False,2011-07-18
C0078,P0073,COM,False,2011-07-18
C0079,P0235,ADM,True,2011-07-18
C0079,P0249,SH,True,2011-07-18
C0080,P0117,SH,True,2011-07-21
C0080,P0169,SH,True,2011-07-21
C0080,P0261,LR,True,2011-07-21
C0080,P0272,ADM,True,2011-07-21
C0080,P0237,COM,True,2011-07-21
C0081,P0299,SH,False,2011-07-22
C0081,P0108,ADM,False,2011-07-22
C0081,P0106,SH,False,2011-07-22
C0081,P0289,COM,False,2011-07-22
C0082,P0150,ADM,False,2011-08-03
C0083,P0061,ADM,False,2011-08-03
C0083,P0073,SH,False,2011-08-03
C0083,P0219,COM,False,2011-08-03
C0082,P0280,SH,False,2011-08-03
C0082,P0208,COM,False,2011-08-03
C0082,P0142,SH,False,2011-08-03
C0083,P0152,SH,False,2011-08-03
C0084,P0074,ADM,True,2011-08-04
C0084,P0247,SH,True,2011-08-04
C0084,P0062,LR,True,2011-08-04
C0084,P0028,COM,True,2011-08-04
C0084,P0286,SH,True,2011-08-04
C0085,P0293,ADM,True,2011-08-05
C0086,P0168,LR,True,2011-08-05
C0086,P0159,SH,True,2011-08-05
C0086,P0306,ADM,True,2011-08-05
C0086,P0092,COM,True,2011-08-05
C0086,P0281,SH,True,2011-08-05
C0085,P0273,SH,True,2011-08-05
C0085,P0283,COM,True,2011-08-05
C0085,P0089,SH,True,2011-08-05
C0088,P0096,SH,False,2011-08-22
C0088,P0096,LR,False,2011-08-22
C0088,P0219,COM,False,2011-08-22
C0088,P0249,SH,False,2011-08-22
C0088,P0276,ADM,False,2011-08-22
C0087,P0302,SH,False,2011-08-22
C0090,P0005,COM,False,2011-08-23
C0090,P0252,SH,False,2011-08-23
C0089,P0117,LR,True,2011-08-23
C0089,P0210,COM,True,2011-08-23
C0089,P0210,SH,True,2011-08-23
C0091,P0012,SH,False,2011-08-23
C0091,P0061,COM,False,2011-08-23
C0091,P0041,SH,False,2011-08-23
C0091,P0041,LR,False,2011-08-23
C0091,P0298,LR,False,2011-08-23
C0089,P0256,SH,True,2011-08-23
C0089,P0256,ADM,True,2011-08-23
C0090,P0305,LR,False,2011-08-23
C0090,P0125,ADM,False,2011-08-23
C0090,P0235,LR,False,2011-08-23
C0091,P0220,ADM,False,2011-08-23
C0090,P0047,SH,False,2011-08-23
C0092,P0025,SH,True,2011-08-30
C0092,P0092,COM,True,2011-08-30
C0092,P0058,SH,True,2011-08-30
C0092,P0235,SH,True,2011-08-30
C0093,P0129,SH,False,2011-08-30
C0093,P0129,COM,False,2011-08-30
C0092,P0281,SH,True,2011-08-30
C0092,P0222,ADM,True,2011-08-30
C0092,P0100,LR,True,2011-08-30
C0093,P0184,SH,False,2011-08-30
C0092,P0261,SH,True,2011-08-30
C0093,P0248,ADM,False,2011-08-30
C0094,P0272,COM,False,2011-09-15
C0094,P0058,SH,False,2011-09-15
C0095,P0233,SH,False,2011-09-15
C0094,P0278,LR,False,2011-09-15
C0094,P0107,LR,False,2011-09-15
C0094,P0183,SH,False,2011-09-15
C0094,P0302,LR,False,2011-09-15
C0095,P0148,ADM,False,2011-09-15
C0094,P0183,ADM,False,2011-09-15
C0095,P0028,COM,False,2011-09-15
C0095,P0148,SH,False,2011-09-15
C0097,P0160,SH,False,2011-11-15
C0097,P0248,ADM,False,2011-11-15
C0096,P0097,LR,True,2011-11-15
C0096,P0225,ADM,True,2011-11-15
C0097,P0096,SH,False,2011-11-15
C0096,P0225,SH,True,2011-11-15
C0096,P0261,SH,True,2011-11-15
C0096,P0261,COM,True,2011-11-15
C0097,P0160,COM,False,2011-11-15
C0099,P0129,COM,False,2011-11-18
C0099,P0161,ADM,False,2011-11-18
C0098,P0013,ADM,False,2011-11-18
C0099,P0161,SH,False,2011-11-18
C0098,P0168,LR,False,2011-11-18
C0099,P0129,SH,False,2011-11-18
C0098,P0261,LR,False,2011-11-18
C0098,P0095,COM,False,2011-11-18
C0098,P0095,SH,False,2011-11-18
C0098,P0106,SH,False,2011-11-18
C0100,P0235,COM,True,2011-11-25
C0100,P0235,SH,True,2011-11-25
C0100,P0249,ADM,True,2011-11-25
C0100,P0249,SH,True,2011-11-25
C0102,P0144,SH,False,2011-12-22
C0101,P0095,SH,True,2011-12-22
C0102,P0205,SH,False,2011-12-22
C0101,P0054,LR,True,2011-12-22
C0102,P0024,ADM,False,2011-12-22
C0101,P0041,SH,True,2011-12-22
C0101,P0055,ADM,True,2011-12-22
C0102,P0060,SH,False,2011-12-22
C0102,P0060,COM,False,2011-12-22
C0102,P0168,SH,False,2011-12-22
C0102,P0286,SH,False,2011-12-22
C0103,P0024,COM,False,2011-12-28
C0103,P0222,ADM,False,2011-12-28
C0103,P0222,COM,False,2011-12-28
C0103,P0098,COM,False,2011-12-28
C0103,P0161,LR,False,2011-12-28
C0103,P0098,ADM,False,2011-12-28
C0103,P0024,ADM,False,2011-12-28
C0105,P0024,ADM,True,2012-02-03
C0104,P0012,SH,True,2012-02-03
C0104,P0098,ADM,True,2012-02-03
C0105,P0205,SH,True,2012-02-03
C0104,P0247,SH,True,2012-02-03
C0104,P0083,COM,True,2012-02-03
C0104,P0156,LR,True,2012-02-03
C0105,P0013,COM,True,2012-02-03
C0105,P0160,LR,True,2012-02-03
C0105,P0095,SH,True,2012-02-03
C0106,P0210,SH,False,2012-02-11
C0106,P0256,SH,False,2012-02-11
C0106,P0181,COM,False,2012-02-11
C0106,P0176,ADM,False,2012-02-11
C0107,P0152,SH,True,2012-02-18
C0107,P0160,SH,True,2012-02-18
C0107,P0127,ADM,True,2012-02-18
C0107,P0149,COM,True,2012-02-18
C0108,P0276,ADM,True,2012-03-03
C0108,P0087,SH,True,2012-03-03
C0108,P0032,SH,True,2012-03-03
C0108,P0306,ADM,True,2012-03-03
C0108,P0168,LR,True,2012-03-03
C0109,P0097,ADM,True,2012-03-20
C0109,P0260,COM,True,2012-03-20
C0109,P0097,SH,True,2012-03-20
C0109,P0260,SH,True,2012-03-20
C0110,P0040,ADM,False,2012-03-24
C0110,P0040,SH,False,2012-03-24
C0110,P0064,COM,False,2012-03-24
C0110,P0064,SH,False,2012-03-24
C0112,P0007,SH,True,2012-03-28
C0112,P0198,SH,True,2012-03-28
C0112,P0007,ADM,True,2012-03-28
C0111,P0276,COM,True,2012-03-28
C0112,P0198,COM,True,2012-03-28
C0111,P0002,SH,True,2012-03-28
C0111,P0118,ADM,True,2012-03-28
C0111,P0118,SH,True,2012-03-28
C0116,P0251,ADM,True,2012-03-29
C0113,P0004,ADM,True,2012-03-29
C0115,P0255,SH,False,2012-03-29
C0116,P0251,SH,True,2012-03-29
C0116,P0268,SH,True,2012-03-29
C0114,P0143,ADM,True,2012-03-29
C0115,P0187,COM,False,2012-03-29
C0114,P0026,SH,True,2012-03-29
C0113,P0143,SH,True,2012-03-29
C0116,P0268,COM,True,2012-03-29
C0115,P0187,SH,False,2012-03-29
C0115,P0255,ADM,False,2012-03-29
C0114,P0194,LR,True,2012-03-29
C0114,P0143,SH,True,2012-03-29
C0113,P0242,COM,True,2012-03-29
C0116,P0251,LR,True,2012-03-29
C0114,P0136,LR,True,2012-03-29
C0114,P0026,COM,True,2012-03-29
C0113,P0004,SH,True,2012-03-29
C0117,P0101,COM,True,2012-03-30
C0117,P0254,SH,True,2012-03-30
C0117,P0101,SH,True,2012-03-30
C0117,P0254,ADM,True,2012-03-30
C0118,P0141,SH,True,2012-04-09
C0118,P0141,LR,True,2012-04-09
C0118,P0141,ADM,True,2012-04-09
C0118,P0182,COM,True,2012-04-09
C0118,P0182,SH,True,2012-04-09
C0120,P0187,COM,True,2012-04-27
C0119,P0174,ADM,False,2012-04-27
C0120,P0091,LR,True,2012-04-27
C0122,P0284,SH,True,2012-04-27
C0122,P0046,LR,True,2012-04-27
C0119,P0174,SH,False,2012-04-27
C0120,P0187,SH,True,2012-04-27
C0120,P0224,ADM,True,2012-04-27
C0120,P0224,SH,True,2012-04-27
C0122,P0172,COM,True,2012-04-27
C0122,P0284,ADM,True,2012-04-27
C0121,P0224,COM,True,2012-04-27
C0121,P0224,SH,True,2012-04-27
C0122,P0172,SH,True,2012-04-27
C0119,P0004,COM,False,2012-04-27
C0119,P0004,SH,False,2012-04-27
C0122,P0054,LR,True,2012-04-27
C0121,P0019,SH,True,2012-04-27
C0121,P0019,ADM,True,2012-04-27
C0123,P0299,LR,False,2012-05-03
C0123,P0126,SH,False,2012-05-03
C0123,P0199,COM,False,2012-05-03
C0123,P0199,SH,False,2012-05-03
C0123,P0126,ADM,False,2012-05-03
C0123,P0126,LR,False,2012-05-03
C0123,P0089,LR,False,2012-05-03
C0124,P0262,SH,False,2012-05-06
C0124,P0097,ADM,False,2012-05-06
C0124,P0262,COM,False,2012-05-06
C0124,P0097,SH,False,2012-05-06
C0125,P0019,COM,False,2012-05-09
C0125,P0019,SH,False,2012-05-09
C0125,P0141,SH,False,2012-05-09
C0125,P0141,LR,False,2012-05-09
C0125,P0141,ADM,False,2012-05-09
C0126,P0126,SH,False,2012-05-11
C0128,P0019,COM,True,2012-05-11
C0126,P0126,ADM,False,2012-05-11
C0126,P0051,LR,False,2012-05-11
C0128,P0019,SH,True,2012-05-11
C0127,P0067,SH,False,2012-05-11
C0127,P0067,COM,False,2012-05-11
C0126,P0004,SH,False,2012-05-11
C0128,P0143,SH,True,2012-05-11
C0126,P0168,LR,False,2012-05-11
C0127,P0006,ADM,False,2012-05-11
C0126,P0004,COM,False,2012-05-11
C0128,P0143,ADM,True,2012-05-11
C0127,P0006,SH,False,2012-05-11
C0129,P0198,SH,False,2012-05-12
C0129,P0198,ADM,False,2012-05-12
C0129,P0141,SH,False,2012-05-12
C0129,P0141,COM,False,2012-05-12
C0130,P0101,COM,True,2012-05-14
C0130,P0251,ADM,True,2012-05-14
C0130,P0118,SH,True,2012-05-14
