source,target,edge_type,shell,creation_date
C0106,P0040,COM,False,2013-01-29
C0106,P0044,LR,False,2013-01-29
C0105,P0124,LR,False,2013-01-29
C0106,P0044,ADM,False,2013-01-29
C0106,P0044,SH,False,2013-01-29
C0105,P0435,SH,False,2013-01-29
C0105,P0124,SH,False,2013-01-29
C0105,P0124,ADM,False,2013-01-29
C0106,P0227,SH,False,2013-01-29
C0107,P0114,LR,True,2013-02-05
C0107,P0123,LR,True,2013-02-05
C0107,P0391,COM,True,2013-02-05
C0107,P0340,SH,True,2013-02-05
C0107,P0383,LR,True,2013-02-05
C0107,P0383,ADM,True,2013-02-05
C0107,P0402,ADM,True,2013-02-05
C0107,P0018,LR,True,2013-02-05
C0107,P0402,SH,True,2013-02-05
C0108,P0369,SH,False,2013-02-15
C0108,P0369,LR,False,2013-02-15
C0108,P0369,ADM,False,2013-02-15
C0108,P0237,SH,False,2013-02-15
C0109,P0087,SH,False,2013-02-21
C0109,P0087,ADM,False,2013-02-21
C0109,P0357,COM,False,2013-02-21
C0109,P0357,SH,False,2013-02-21
C0109,P0117,LR,False,2013-02-21
C0110,P0375,ADM,True,2013-02-25
C0110,P0375,SH,True,2013-02-25
C0110,P0206,ADM,True,2013-02-25
C0110,P0206,SH,True,2013-02-25
C0111,P0010,COM,False,2013-05-11
C0112,P0029,ADM,True,2013-05-11
C0112,P0015,COM,True,2013-05-11
C0111,P0025,ADM,False,2013-05-11
C0111,P0025,SH,False,2013-05-11
C0112,P0029,SH,True,2013-05-11
C0112,P0091,ADM,True,2013-05-11
C0112,P0210,ADM,True,2013-05-11
C0112,P0210,SH,True,2013-05-11
C0112,P0463,SH,True,2013-05-11
C0112,P0210,LR,True,2013-05-11
C0112,P0091,LR,True,2013-05-11
C0111,P0093,SH,False,2013-05-11
C0113,P0239,ADM,True,2013-05-21
C0113,P0239,SH,True,2013-05-21
